Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Sep 2022,2022-09-30,6,17,4513.86,5
Oct 2022,2022-10-31,6,14,4364.27,6
Nov 2022,2022-11-30,6,13,4476.65,3
Dec 2022,2022-12-30,6,14,4221.58,2
Jan 2023,2023-01-31,6,15,2408.8,3
Feb 2023,2023-02-28,6,17,342.67,1
Mar 2023,2023-03-31,6,18,45.37,1
Apr 2023,2023-04-28,6,19,1614.05,2
May 2023,2023-05-31,6,19,4638.21,5
Jun 2023,2023-06-30,6,17,5104.1,6
Jul 2023,2023-07-31,6,17,5508.47,3
Aug 2023,2023-08-31,6,18,5756.82,2
Sep 2023,2023-09-29,6,19,5837.4,1
Oct 2023,2023-10-31,6,19,6102.45,4
Nov 2023,2023-11-30,6,19,6687.76,5
Dec 2023,2023-12-29,6,18,7182.04,5
Jan 2024,2024-01-31,6,12,7493.29,8
Feb 2024,2024-02-29,6,13,7677.35,3
Mar 2024,2024-03-28,6,15,7103.71,3
Apr 2024,2024-04-30,6,15,7831.08,5
May 2024,2024-05-31,6,17,7280.56,2
Jun 2024,2024-06-28,6,16,8631.61,4
Jul 2024,2024-07-31,6,18,9515.74,3
Aug 2024,2024-08-30,6,17,9094.35,3
Sep 2024,2024-09-30,6,18,8908.96,2
Oct 2024,2024-10-31,6,17,8361.16,2
Nov 2024,2024-11-29,6,19,8999.27,1
Dec 2024,2024-12-31,6,19,8411.33,2
Jan 2025,2025-01-31,6,17,2192.98,3
Feb 2025,2025-02-28,6,18,5588.2,3
Mar 2025,2025-03-31,6,17,5818.66,6
Apr 2025,2025-04-30,6,19,6445.66,3
May 2025,2025-05-30,6,16,5060.79,4
Jun 2025,2025-06-30,6,16,7017.3,4
Jul 2025,2025-07-31,6,18,7003.17,4
Aug 2025,2025-08-29,6,16,6784.51,5
Sep 2025,2025-09-30,6,18,6759.49,1
