Date,Portfolio_Value,Bank,Month,Equity,momentum,ValueMomentum,VM
2014-10-07,4303.13,8000.0,Oct 2014,12303.13,12384.380025018087,24687.510025018084,1.0286462510424201
2014-10-08,4268.08,8000.0,Oct 2014,12268.08,12405.413188886727,24673.49318888673,1.0280622162036137
2014-10-09,4318.1,8000.0,Oct 2014,12318.1,12461.229843894102,24779.329843894102,1.0324720768289208
2014-10-10,4249.07,8000.0,Oct 2014,12249.07,12370.47232859621,24619.54232859621,1.0258142636915086
2014-10-13,4259.0,8000.0,Oct 2014,12259.0,12375.789462676727,24634.789462676727,1.0264495609448636
2014-10-14,4235.59,8000.0,Oct 2014,12235.59,12363.382806373022,24598.97280637302,1.0249572002655425
2014-10-16,4167.56,8000.0,Oct 2014,12167.56,12240.712075020674,24408.27207502067,1.0170113364591946
2014-10-17,4176.73,8000.0,Oct 2014,12176.73,12227.709228279407,24404.439228279407,1.016851634511642
2014-10-20,4198.21,8000.0,Oct 2014,12198.21,12309.835567595524,24508.045567595524,1.0211685653164801
2014-10-21,4262.13,8000.0,Oct 2014,12262.13,12350.838628797963,24612.968628797964,1.0255403595332484
2014-10-22,4323.85,8000.0,Oct 2014,12323.85,12378.707074997434,24702.557074997436,1.0292732114582266
2014-10-23,4323.85,8000.0,Oct 2014,12323.85,12378.707074997434,24702.557074997436,1.0292732114582266
2014-10-27,4342.25,8000.0,Oct 2014,12342.25,12413.661752045804,24755.911752045802,1.0314963230019085
2014-10-28,4304.43,8000.0,Oct 2014,12304.43,12408.295318773904,24712.725318773904,1.029696888282246
2014-10-29,4340.95,8000.0,Oct 2014,12340.95,12441.80889120815,24782.75889120815,1.0326149538003395
2014-10-30,4376.3,8000.0,Oct 2014,12376.3,12509.136610416965,24885.436610416964,1.0368931921007067
2014-10-31,4403.37,8000.0,Oct 2014,12403.37,12588.956564235454,24992.326564235453,1.0413469401764772
2014-11-03,5467.44,7000.0,Nov 2014,12467.44,12608.32970695008,25075.76970695008,1.0448237377895866
2014-11-05,5467.3,7000.0,Nov 2014,12467.3,12640.797917347547,25108.097917347546,1.0461707465561478
2014-11-07,5597.8,7000.0,Nov 2014,12597.8,12683.854393777357,25281.654393777357,1.0534022664073899
2014-11-10,5578.28,7000.0,Nov 2014,12578.28,12703.236699203619,25281.516699203617,1.0533965291334841
2014-11-11,5629.11,7000.0,Nov 2014,12629.11,12749.937950333859,25379.047950333857,1.0574603312639108
2014-11-12,5720.92,7000.0,Nov 2014,12720.92,12797.21740449616,25518.13740449616,1.06325572518734
2014-11-13,5749.65,7000.0,Nov 2014,12749.65,12730.060733495531,25479.71073349553,1.061654613895647
2014-11-14,5577.12,7000.0,Nov 2014,12577.12,12762.17257900729,25339.29257900729,1.055803857458637
2014-11-17,5561.8,7000.0,Nov 2014,12561.8,12885.125648003348,25446.925648003347,1.0602885686668062
2014-11-18,5615.99,7000.0,Nov 2014,12615.99,12851.000362471183,25466.99036247118,1.0611245984362991
2014-11-19,5718.88,7000.0,Nov 2014,12718.88,12801.322119422151,25520.202119422152,1.063341754975923
2014-11-20,5730.19,7000.0,Nov 2014,12730.19,12846.828997396366,25577.018997396364,1.0657091248915151
2014-11-21,5723.26,7000.0,Nov 2014,12723.26,12889.297680716441,25612.55768071644,1.067189903363185
2014-11-24,5725.92,7000.0,Nov 2014,12725.92,12898.887961021508,25624.807961021506,1.0677003317092295
2014-11-25,5650.01,7000.0,Nov 2014,12650.01,12785.114364720303,25435.1243647203,1.0597968485300124
2014-11-26,5645.62,7000.0,Nov 2014,12645.62,12779.16186925099,25424.78186925099,1.0593659112187912
2014-11-27,5708.11,7000.0,Nov 2014,12708.11,12841.282367164906,25549.392367164906,1.0645580152985377
2014-11-28,5736.22,7000.0,Nov 2014,12736.22,12945.054116745017,25681.274116745015,1.070053088197709
2014-12-01,6782.15,6000.0,Dec 2014,12782.15,12911.60721802287,25693.757218022867,1.0705732174176195
2014-12-02,6788.65,6000.0,Dec 2014,12788.65,12949.932268788416,25738.582268788414,1.072440927866184
2014-12-03,6834.18,6000.0,Dec 2014,12834.18,13019.132300263178,25853.312300263176,1.077221345844299
2014-12-04,6945.11,6000.0,Dec 2014,12945.11,13065.880669412722,26010.99066941272,1.0837912778921968
2014-12-05,6910.34,6000.0,Dec 2014,12910.34,13057.546524421603,25967.886524421603,1.0819952718509
2014-12-08,6836.52,6000.0,Dec 2014,12836.52,13021.311683126647,25857.83168312665,1.0774096534636104
2014-12-09,6795.6,6000.0,Dec 2014,12795.6,12952.784177803851,25748.38417780385,1.0728493407418271
2014-12-10,6862.76,6000.0,Dec 2014,12862.76,12909.203652380835,25771.963652380837,1.0738318188492015
2014-12-11,6865.87,6000.0,Dec 2014,12865.87,12851.083213806949,25716.953213806948,1.071539717241956
2014-12-12,6887.63,6000.0,Dec 2014,12887.63,12757.860948104582,25645.490948104583,1.068562122837691
2014-12-15,6857.26,6000.0,Dec 2014,12857.26,12755.190722703304,25612.450722703303,1.0671854467793043
2014-12-16,6654.37,6000.0,Dec 2014,12654.37,12506.803547039879,25161.173547039878,1.0483822311266615
2014-12-17,6526.53,6000.0,Dec 2014,12526.53,12468.80517985913,24995.335179859132,1.0414722991607972
2014-12-18,6633.1,6000.0,Dec 2014,12633.1,12634.805250647076,25267.905250647076,1.0528293854436281
2014-12-19,6579.5,6000.0,Dec 2014,12579.5,12687.583065943927,25267.083065943927,1.0527951277476637
2014-12-22,6635.13,6000.0,Dec 2014,12635.13,12700.958738744579,25336.088738744576,1.0556703641143574
2014-12-23,6616.27,6000.0,Dec 2014,12616.27,12761.124004643894,25377.394004643895,1.0573914168601624
2014-12-24,6630.69,6000.0,Dec 2014,12630.69,12699.562041071893,25330.252041071893,1.0554271683779957
2014-12-26,6721.26,6000.0,Dec 2014,12721.26,12723.275459930432,25444.535459930434,1.0601889774971014
2014-12-29,6762.14,6000.0,Dec 2014,12762.14,12754.045980742527,25516.185980742528,1.063174415864272
2014-12-30,6798.67,6000.0,Dec 2014,12798.67,12736.30906726368,25534.97906726368,1.0639574611359868
2014-12-31,6826.25,6000.0,Dec 2014,12826.25,12741.338865623045,25567.588865623045,1.0653162027342935
2015-01-01,7869.46,5000.0,Jan 2015,12869.46,12797.574548898216,25667.034548898213,1.0694597728707589
2015-01-02,7889.7,5000.0,Jan 2015,12889.7,12898.355369171906,25788.055369171907,1.0745023070488295
2015-01-05,7932.97,5000.0,Jan 2015,12932.97,12944.248671325244,25877.218671325245,1.078217444638552
2015-01-06,7763.67,5000.0,Jan 2015,12763.67,12758.00916116328,25521.67916116328,1.0634032983818034
2015-01-07,7751.02,5000.0,Jan 2015,12751.02,12842.587341475644,25593.607341475647,1.0664003058948186
2015-01-08,7745.82,5000.0,Jan 2015,12745.82,12981.31432212139,25727.13432212139,1.0719639300883912
2015-01-09,7821.85,5000.0,Jan 2015,12821.85,13054.26413089925,25876.114130899252,1.078171422120802
2015-01-12,7860.78,5000.0,Jan 2015,12860.78,13041.984997364292,25902.76499736429,1.0792818748901787
2015-01-13,7943.59,5000.0,Jan 2015,12943.59,13077.198461131384,26020.788461131386,1.0841995192138076
2015-01-14,8007.2,5000.0,Jan 2015,13007.2,13180.755864968029,26187.95586496803,1.0911648277070012
2015-01-15,7993.52,5000.0,Jan 2015,12993.52,13316.293002485134,26309.813002485134,1.0962422084368806
2015-01-16,7948.28,5000.0,Jan 2015,12948.28,13370.146758579747,26318.42675857975,1.0966011149408228
2015-01-19,8004.45,5000.0,Jan 2015,13004.45,13378.905915318916,26383.355915318916,1.0993064964716215
2015-01-20,8020.1,5000.0,Jan 2015,13020.1,13433.408428890785,26453.508428890786,1.1022295178704493
2015-01-21,8013.65,5000.0,Jan 2015,13013.65,13455.850601342832,26469.500601342832,1.1028958583892847
2015-01-22,8081.32,5000.0,Jan 2015,13081.32,13489.510404139219,26570.83040413922,1.1071179335058008
2015-01-23,8028.01,5000.0,Jan 2015,13028.01,13498.592444023485,26526.602444023483,1.1052751018343119
2015-01-27,8011.37,5000.0,Jan 2015,13011.37,13618.114609096316,26629.48460909632,1.1095618587123466
2015-01-28,8204.3,5000.0,Jan 2015,13204.3,13710.55781745737,26914.85781745737,1.1214524090607239
2015-01-29,8093.47,5000.0,Jan 2015,13093.47,13634.109365203205,26727.579365203204,1.1136491402168003
2015-01-30,8043.07,5000.0,Jan 2015,13043.07,13542.765640911506,26585.835640911508,1.107743151704646
2015-02-02,9055.02,4000.0,Feb 2015,13055.02,13623.612970768205,26678.632970768205,1.111609707115342
2015-02-03,9062.31,4000.0,Feb 2015,13062.31,13722.108898627735,26784.418898627737,1.116017454109489
2015-02-04,9049.84,4000.0,Feb 2015,13049.84,13644.238214227633,26694.078214227633,1.1122532589261513
2015-02-05,8975.06,4000.0,Feb 2015,12975.06,13690.177268848372,26665.237268848374,1.1110515528686822
2015-02-06,8948.52,4000.0,Feb 2015,12948.52,13516.29656130406,26464.816561304062,1.102700690054336
2015-02-09,8965.11,4000.0,Feb 2015,12965.11,13413.1752901381,26378.2852901381,1.099095220422421
2015-02-10,8973.33,4000.0,Feb 2015,12973.33,13504.686433397605,26478.016433397606,1.1032506847249002
2015-02-11,9027.47,4000.0,Feb 2015,13027.47,13646.828329132022,26674.29832913202,1.1114290970471674
2015-02-12,9123.84,4000.0,Feb 2015,13123.84,13836.259547215283,26960.099547215283,1.12333748113397
2015-02-13,9318.83,4000.0,Feb 2015,13318.83,13909.676711033768,27228.50671103377,1.1345211129597403
2015-02-16,9392.2,4000.0,Feb 2015,13392.2,13980.539386465429,27372.73938646543,1.140530807769393
2015-02-18,9501.88,4000.0,Feb 2015,13501.88,13978.84768558147,27480.72768558147,1.1450303202325613
2015-02-19,9429.66,4000.0,Feb 2015,13429.66,13966.328421117314,27395.988421117312,1.1414995175465548
2015-02-20,9368.91,4000.0,Feb 2015,13368.91,13962.304260313831,27331.21426031383,1.138800594179743
2015-02-23,9327.24,4000.0,Feb 2015,13327.24,13915.316674652733,27242.556674652733,1.1351065281105306
2015-02-24,9309.22,4000.0,Feb 2015,13309.22,13887.656728082002,27196.876728082003,1.1332031970034169
2015-02-25,9266.11,4000.0,Feb 2015,13266.11,13887.372553824789,27153.48255382479,1.1313951064093661
2015-02-26,9151.98,4000.0,Feb 2015,13151.98,13812.893593893254,26964.87359389325,1.123536399745552
2015-02-27,9202.53,4000.0,Feb 2015,13202.53,13937.01614242429,27139.54614242429,1.1308144226010122
2015-03-02,10340.79,3000.0,Mar 2015,13340.79,14154.406224254479,27495.19622425448,1.1456331760106033
2015-03-03,10599.92,3000.0,Mar 2015,13599.92,14310.564531913475,27910.484531913477,1.1629368554963948
2015-03-04,10488.03,3000.0,Mar 2015,13488.03,14198.001522439625,27686.031522439625,1.1535846467683177
2015-03-05,10512.74,3000.0,Mar 2015,13512.74,14241.808776716116,27754.548776716118,1.1564395323631715
2015-03-09,10375.72,3000.0,Mar 2015,13375.72,14150.451299314234,27526.171299314236,1.1469238041380931
2015-03-10,10303.43,3000.0,Mar 2015,13303.43,14190.92511967222,27494.35511967222,1.1455981299863425
2015-03-11,10341.34,3000.0,Mar 2015,13341.34,14101.896601586028,27443.236601586028,1.1434681917327512
2015-03-12,10610.02,3000.0,Mar 2015,13610.02,14246.38961600611,27856.40961600611,1.1606837340002545
2015-03-13,10407.47,3000.0,Mar 2015,13407.47,14105.664093809912,27513.13409380991,1.1463805872420796
2015-03-16,10269.23,3000.0,Mar 2015,13269.23,13911.359342104684,27180.589342104686,1.1325245559210286
2015-03-17,10340.26,3000.0,Mar 2015,13340.26,14060.392325744673,27400.652325744675,1.141693846906028
2015-03-18,10377.54,3000.0,Mar 2015,13377.54,14132.37793467713,27509.91793467713,1.1462465806115472
2015-03-19,10355.97,3000.0,Mar 2015,13355.97,14050.571729899844,27406.541729899844,1.141939238745827
2015-03-20,10107.61,3000.0,Mar 2015,13107.61,13792.359475927164,26899.969475927166,1.1208320614969653
2015-03-23,10071.21,3000.0,Mar 2015,13071.21,13770.266924529298,26841.4769245293,1.1183948718553876
2015-03-24,10048.33,3000.0,Mar 2015,13048.33,13651.682551453094,26700.012551453096,1.1125005229772122
2015-03-25,10138.37,3000.0,Mar 2015,13138.37,13596.481638074058,26734.85163807406,1.113952151586419
2015-03-26,10112.57,3000.0,Mar 2015,13112.57,13572.513742673234,26685.083742673232,1.1118784892780513
2015-03-27,10075.63,3000.0,Mar 2015,13075.63,13627.94704179756,26703.57704179756,1.1126490434082317
2015-03-30,10247.73,3000.0,Mar 2015,13247.73,13954.397025689692,27202.12702568969,1.1334219594037371
2015-03-31,10355.71,3000.0,Mar 2015,13355.71,14077.264905085305,27432.974905085306,1.143040621045221
2015-04-01,11451.01,2000.0,Apr 2015,13451.01,14185.119433013162,27636.129433013164,1.1515053930422152
2015-04-06,11734.29,2000.0,Apr 2015,13734.29,14302.081720064292,28036.371720064293,1.168182155002679
2015-04-07,11852.73,2000.0,Apr 2015,13852.73,14465.940530455915,28318.670530455915,1.179944605435663
2015-04-08,12308.49,2000.0,Apr 2015,14308.49,14672.06267330585,28980.55267330585,1.2075230280544105
2015-04-09,12383.29,2000.0,Apr 2015,14383.29,14908.078983043026,29291.368983043027,1.2204737076267929
2015-04-10,12372.57,2000.0,Apr 2015,14372.57,14942.711900652754,29315.281900652753,1.2214700791938646
2015-04-13,12289.62,2000.0,Apr 2015,14289.62,14940.381775730508,29230.00177573051,1.2179167406554379
2015-04-15,12423.34,2000.0,Apr 2015,14423.34,14960.018968384958,29383.358968384957,1.2243066236827065
2015-04-16,12460.03,2000.0,Apr 2015,14460.03,14918.308872899202,29378.338872899203,1.2240974530374669
2015-04-17,12411.0,2000.0,Apr 2015,14411.0,14774.290375691036,29185.29037569104,1.2160537656537933
2015-04-20,12178.31,2000.0,Apr 2015,14178.31,14651.53118909736,28829.84118909736,1.2012433828790565
2015-04-21,12043.8,2000.0,Apr 2015,14043.8,14495.285808555072,28539.08580855507,1.1891285753564613
2015-04-22,12163.65,2000.0,Apr 2015,14163.65,14505.939553256054,28669.589553256053,1.1945662313856689
2015-04-23,12247.29,2000.0,Apr 2015,14247.29,14539.82720824832,28787.11720824832,1.1994632170103467
2015-04-24,11922.34,2000.0,Apr 2015,13922.34,14109.103050445066,28031.443050445065,1.1679767937685444
2015-04-27,11675.38,2000.0,Apr 2015,13675.38,13701.44979009581,27376.82979009581,1.140701241253992
2015-04-28,11628.81,2000.0,Apr 2015,13628.81,13938.516676818517,27567.326676818517,1.148638611534105
2015-04-29,11714.39,2000.0,Apr 2015,13714.39,14062.04651096023,27776.43651096023,1.1573515212900096
2015-04-30,11750.21,2000.0,Apr 2015,13750.21,14006.44580823473,27756.65580823473,1.1565273253431136
2015-05-04,12877.44,1000.0,May 2015,13877.44,14304.522024174103,28181.962024174103,1.174248417673921
2015-05-05,12923.64,1000.0,May 2015,13923.64,14355.344939887615,28278.984939887614,1.1782910391619839
2015-05-06,12921.57,1000.0,May 2015,13921.57,13996.014753904115,27917.584753904113,1.1632326980793382
2015-05-07,12728.76,1000.0,May 2015,13728.76,13714.801082238542,27443.561082238542,1.1434817117599392
2015-05-08,12602.31,1000.0,May 2015,13602.31,13964.633230561449,27566.943230561446,1.148622634606727
2015-05-11,12635.43,1000.0,May 2015,13635.43,14230.31405631549,27865.74405631549,1.1610726690131454
2015-05-12,12499.83,1000.0,May 2015,13499.83,14061.557056140515,27561.387056140513,1.148391127339188
2015-05-13,12689.33,1000.0,May 2015,13689.33,14041.679285215665,27731.009285215667,1.1554587202173194
2015-05-14,12797.04,1000.0,May 2015,13797.04,14121.029888263001,27918.069888263002,1.1632529120109585
2015-05-15,12737.62,1000.0,May 2015,13737.62,14232.913237086646,27970.533237086645,1.1654388848786101
2015-05-18,12795.35,1000.0,May 2015,13795.35,14369.541981539973,28164.89198153997,1.173537165897499
2015-05-19,12908.41,1000.0,May 2015,13908.41,14404.789576816303,28313.199576816303,1.1797166490340127
2015-05-20,12920.38,1000.0,May 2015,13920.38,14409.210783060344,28329.590783060343,1.1803996159608476
2015-05-21,12941.12,1000.0,May 2015,13941.12,14394.180834907367,28335.300834907368,1.180637534787807
2015-05-22,13048.1,1000.0,May 2015,14048.1,14405.360415154608,28453.46041515461,1.185560850631442
2015-05-25,12954.29,1000.0,May 2015,13954.29,14303.339498000301,28257.6294980003,1.1774012290833458
2015-05-26,13010.91,1000.0,May 2015,14010.91,14324.863122305023,28335.77312230502,1.1806572134293758
2015-05-27,12912.53,1000.0,May 2015,13912.53,14266.444531222332,28178.97453122233,1.1741239388009306
2015-05-28,12910.75,1000.0,May 2015,13910.75,14270.901671057836,28181.651671057836,1.1742354862940765
2015-05-29,13215.27,1000.0,May 2015,14215.27,14266.763219878689,28482.03321987869,1.186751384161612
2015-06-01,14245.53,0.0,Jun 2015,14245.53,14365.67756704171,28611.20756704171,1.192133648626738
2015-06-02,13982.07,0.0,Jun 2015,13982.07,14085.531734341901,28067.6017343419,1.1694834055975791
2015-06-03,13797.08,0.0,Jun 2015,13797.08,13992.264391314624,27789.344391314626,1.1578893496381093
2015-06-04,13934.28,0.0,Jun 2015,13934.28,14083.328385355386,28017.608385355386,1.1674003493898077
2015-06-05,14039.95,0.0,Jun 2015,14039.95,14275.476764527191,28315.42676452719,1.1798094485219663
2015-06-08,13780.12,0.0,Jun 2015,13780.12,14068.287878701936,27848.40787870194,1.1603503282792476
2015-06-09,13727.35,0.0,Jun 2015,13727.35,14069.564444326588,27796.91444432659,1.1582047685136079
2015-06-10,13765.71,0.0,Jun 2015,13765.71,14227.847855093849,27993.557855093848,1.1663982439622436
2015-06-11,13644.08,0.0,Jun 2015,13644.08,14142.511324436156,27786.591324436158,1.1577746385181733
2015-06-12,13552.97,0.0,Jun 2015,13552.97,14092.904549155299,27645.874549155298,1.1519114395481374
2015-06-15,13547.62,0.0,Jun 2015,13547.62,14158.10288531645,27705.72288531645,1.1544051202215186
2015-06-16,13424.92,0.0,Jun 2015,13424.92,14203.501414317034,27628.421414317032,1.151184225596543
2015-06-17,13670.23,0.0,Jun 2015,13670.23,14357.929759156646,28028.159759156646,1.1678399899648602
2015-06-18,13970.5,0.0,Jun 2015,13970.5,14573.517382913935,28544.017382913935,1.189334057621414
2015-06-19,13974.56,0.0,Jun 2015,13974.56,14788.332332545251,28762.89233254525,1.1984538471893853
2015-06-22,14118.62,0.0,Jun 2015,14118.62,15091.673357143405,29210.293357143404,1.2170955565476418
2015-06-23,14177.52,0.0,Jun 2015,14177.52,15200.453878399034,29377.973878399032,1.224082244933293
2015-06-24,14138.61,0.0,Jun 2015,14138.61,15075.016628047468,29213.626628047467,1.217234442835311
2015-06-25,14035.4,0.0,Jun 2015,14035.4,15176.068104172204,29211.468104172203,1.2171445043405085
2015-06-26,14150.64,0.0,Jun 2015,14150.64,15367.418566520773,29518.058566520773,1.2299191069383655
2015-06-29,13885.65,0.0,Jun 2015,13885.65,15207.732358690426,29093.382358690425,1.2122242649454344
2015-06-30,14034.19,0.0,Jun 2015,14034.19,15401.08419619682,29435.27419619682,1.2264697581748676
2015-07-01,14208.29,0.0,Jul 2015,14208.29,15511.971614746866,29720.261614746865,1.2383442339477861
2015-07-02,14247.37,0.0,Jul 2015,14247.37,15545.985082846526,29793.355082846527,1.2413897951186053
2015-07-03,14263.81,0.0,Jul 2015,14263.81,15615.26931647536,29879.07931647536,1.2449616381864732
2015-07-06,14315.16,0.0,Jul 2015,14315.16,15715.346861396498,30030.506861396498,1.251271119224854
2015-07-07,14310.17,0.0,Jul 2015,14310.17,15837.186052678535,30147.356052678537,1.2561398355282725
2015-07-08,14149.3,0.0,Jul 2015,14149.3,15454.226517542185,29603.526517542185,1.2334802715642577
2015-07-09,14130.57,0.0,Jul 2015,14130.57,15391.089462636523,29521.659462636522,1.2300691442765217
2015-07-10,14178.13,0.0,Jul 2015,14178.13,15580.021089495192,29758.151089495193,1.2399229620622998
2015-07-13,14235.38,0.0,Jul 2015,14235.38,15722.15671734949,29957.53671734949,1.2482306965562286
2015-07-14,14246.93,0.0,Jul 2015,14246.93,15776.885853632222,30023.815853632223,1.250992327234676
2015-07-15,14416.93,0.0,Jul 2015,14416.93,15886.994748840618,30303.924748840618,1.2626635312016925
2015-07-16,14622.06,0.0,Jul 2015,14622.06,16019.570543788886,30641.630543788888,1.2767346059912037
2015-07-17,14772.42,0.0,Jul 2015,14772.42,16138.780763042298,30911.200763042296,1.2879666984600957
2015-07-20,14788.86,0.0,Jul 2015,14788.86,16180.169027606084,30969.029027606084,1.290376209483587
2015-07-21,14675.6,0.0,Jul 2015,14675.6,16081.317700370135,30756.917700370133,1.2815382375154223
2015-07-22,14909.61,0.0,Jul 2015,14909.61,16258.361032852046,31167.971032852045,1.2986654597021685
2015-07-23,14898.36,0.0,Jul 2015,14898.36,16491.378227804365,31389.738227804366,1.3079057594918486
2015-07-24,14927.72,0.0,Jul 2015,14927.72,16367.119421780093,31294.839421780092,1.3039516425741706
