Ticker,Quantity,Avg_Price,Invested,Current_Price,Current_Amount
EPL.NS,0.325014,222.35,72.27,222.35,72.27
FACT.NS,0.075891,952.25,72.27,952.25,72.27
FINEORG.NS,0.01532,4717.1,72.27,4717.1,72.27
GARFIBRES.NS,0.094559,764.25,72.27,764.25,72.27
GLAXO.NS,0.025731,2808.5,72.27,2808.5,72.27
GODREJCP.NS,0.057501,1256.8,72.27,1256.8,72.27
GRAVITA.NS,0.04365,1655.6,72.27,1655.6,72.27
GUJGASLTD.NS,0.165736,436.04,72.27,436.04,72.27
HAL.NS,0.016315,4429.6,72.27,4429.6,72.27
HAPPSTMNDS.NS,0.127635,566.2,72.27,566.2,72.27
HAVELLS.NS,0.045907,1574.2,72.27,1574.2,72.27
HCLTECH.NS,0.049215,1468.4,72.27,1468.4,72.27
HINDUNILVR.NS,0.027276,2649.5,72.27,2649.5,72.27
HONAUT.NS,0.001883,38385.0,72.27,38385.0,72.27
ICICIGI.NS,0.039269,1840.3,72.27,1840.3,72.27
IEX.NS,0.50817,142.21,72.27,142.21,72.27
IGL.NS,0.342611,210.93,72.27,210.93,72.27
INGERRAND.NS,0.019044,3794.7,72.27,3794.7,72.27
JBCHEPHARM.NS,0.041882,1725.5,72.27,1725.5,72.27
JINDWORLD.NS,1.963775,36.8,72.27,36.8,72.27
KPRMILL.NS,0.073367,985.0,72.27,985.0,72.27
LALPATHLAB.NS,0.022086,3272.1,72.27,3272.1,72.27
MARICO.NS,0.098806,731.4,72.27,731.4,72.27
NAM-INDIA.NS,0.090362,799.75,72.27,799.75,72.27
NEWGEN.NS,0.081053,891.6,72.27,891.6,72.27
NMDC.NS,1.038019,69.62,72.27,69.62,72.27
OFSS.NS,0.00853,8472.5,72.27,8472.5,72.27
PAGEIND.NS,0.001612,44820.0,72.27,44820.0,72.27
PETRONET.NS,0.260609,277.3,72.27,277.3,72.27
PFIZER.NS,0.014073,5135.0,72.27,5135.0,72.27
PIDILITIND.NS,0.023122,3125.4,72.27,3125.4,72.27
POLYMED.NS,0.034885,2071.6,72.27,2071.6,72.27
SBICARD.NS,0.089125,810.85,72.27,810.85,72.27
SOLARINDS.NS,0.005145,14046.0,72.27,14046.0,72.27
SONATSOFTW.NS,0.204144,354.0,72.27,354.0,72.27
SUMICHEM.NS,0.126962,569.2,72.27,569.2,72.27
SUNTV.NS,0.132636,544.85,72.27,544.85,72.27
SUPREMEIND.NS,0.015797,4574.8,72.27,4574.8,72.27
SYMPHONY.NS,0.07668,942.45,72.27,942.45,72.27
TANLA.NS,0.116119,622.35,72.27,622.35,72.27
TATAELXSI.NS,0.01349,5357.0,72.27,5357.0,72.27
TCS.NS,0.023218,3112.6,72.27,3112.6,72.27
TIINDIA.NS,0.023008,3140.9,72.27,3140.9,72.27
TITAN.NS,0.019971,3618.6,72.27,3618.6,72.27
TORNTPHARM.NS,0.020162,3584.3,72.27,3584.3,72.27
TRITURBINE.NS,0.138841,520.5,72.27,520.5,72.27
TRIVENI.NS,0.206654,349.7,72.27,349.7,72.27
ZENSARTECH.NS,0.091785,787.35,72.27,787.35,72.27
