,Ticker,ROE_Mar-25,ROCE_Mar-25,ROE_Mar-24,ROCE_Mar-24,ROE_Mar-23,ROCE_Mar-23,ROE_Mar-22,ROCE_Mar-22,ROE_Mar-21,ROCE_Mar-21,ROE_Mar-20,ROCE_Mar-20,ROE_Mar-19,ROCE_Mar-19,ROE_Mar-18,ROCE_Mar-18,ROE_Mar-17,ROCE_Mar-17,ROE_Mar-16,ROCE_Mar-16,ROE_Mar-15,ROCE_Mar-15,ROE_Mar-14,ROCE_Mar-14,ROE_Mar-13,ROCE_Mar-13,ROE_Mar-12,ROCE_Mar-12,ROE_Mar-11,ROCE_Mar-11,ROE_Mar-10,ROCE_Mar-10,ROE_Mar-09,ROCE_Mar-09,ROE_Mar-08,ROCE_Mar-08,ROE_Mar-07,ROCE_Mar-07,ROE_Mar-06,ROCE_Mar-06,ROE_Mar-05,ROCE_Mar-05,Unnamed: 0
389,HAVELLS.NS,17.87,22.76,17.11,21.56,16.25,20.29,19.94,24.1,20.13,24.8,17.02,19.44,18.65,25.14,19.05,17.48,16.46,15.84,27.05,26.2,19.56,18.84,22.47,20.22,19.85,17.89,18.99,17.59,18.05,16.34,20.11,17.58,15.58,14.63,22.11,20.05,38.92,31.74,36.11,25.95,35.24,17.24,393
390,HBLPOWER.NS,18.34,24.64,21.88,32.06,9.99,12.99,10.25,12.44,1.83,4.76,3.07,6.79,3.23,8.01,3.89,13.1,4.57,12.69,1.25,1.04,2.48,1.81,7.69,5.38,3.74,2.25,1.81,1.08,3.13,1.78,19.63,12.35,23.62,14.77,22.16,13.59,13.37,10.01,13.79,10.0,15.79,11.03,394
391,HCC.NS,4.43,22.64,19.38,19.1,35.15,17.71,-32.69,26.06,-92.57,7.89,-14.31,10.22,-142.25,13.32,2.79,1.5,2.2,1.06,5.25,2.11,5.88,1.98,6.38,1.82,-11.83,-3.01,-17.16,-7.8,4.66,1.95,5.36,2.29,12.66,4.17,10.99,4.65,4.06,1.58,14.02,5.91,20.96,9.9,395
392,HCG.NS,0.29,6.99,2.85,6.55,3.5,6.76,3.48,4.96,-20.73,0.82,-8.67,3.74,1.12,5.82,4.09,6.81,3.57,6.71,-0.54,-0.42,-0.87,-0.45,-15.18,-8.12,-2.52,-1.41,-1.92,-1.25,2.14,1.37,-7.03,-6.01,-8.52,-7.22,-4.97,-4.22,,,,,,,396
393,HCL-INSYS.NS,0.0,5.02,0.0,4.46,0.0,8.55,-11.19,17.14,0.0,34.8,0.0,500.43,-73.99,7.98,-129.91,6.12,-58.25,6.3,-17.13,-15.64,,,,,,,,,,,,,,,,,,,,,,,397
394,HCLTECH.NS,35.1,43.23,29.57,37.23,27.87,34.76,25.53,30.14,20.07,27.76,24.04,28.84,26.88,32.0,26.7,32.52,26.46,31.49,21.95,21.37,,,,,,,,,,,,,,,,,,,,,,,398
395,HDFCAMC.NS,30.25,38.91,27.48,34.01,23.74,30.01,25.19,32.92,27.75,36.13,31.33,40.7,30.3,44.19,31.55,46.13,38.66,56.17,41.51,60.73,37.1,54.85,39.69,57.02,45.4,62.31,44.68,61.5,,,,,,,,,,,,,,,399
396,HDFCLIFE.NS,11.17,0.38,10.7,0.34,10.47,0.58,7.8,0.65,12.15,1.01,19.06,0.98,22.57,1.15,23.35,1.16,23.24,1.35,26.32,1.7,30.9,1.57,37.6,0.92,34.54,1.9,33.85,1.23,-23.27,-0.27,,,,,0.0,0.0,,,,,,,400
397,HDIL.NS,,,0.0,0.45,0.0,0.86,0.0,0.55,0.0,0.54,0.0,21.51,0.82,2.63,0.83,2.8,1.54,4.08,3.09,2.75,2.12,2.07,2.34,2.27,1.42,1.32,3.85,3.42,9.3,8.03,8.47,5.33,18.58,9.64,38.78,20.89,74.54,49.1,61.57,29.83,20.51,8.95,401
398,HEG.NS,,,5.58,8.25,11.17,15.01,10.34,13.58,-0.74,-0.55,1.55,1.86,82.02,121.89,59.78,55.92,-5.74,-4.65,-0.81,-0.66,4.14,3.01,9.37,7.28,12.25,8.08,8.17,5.2,15.78,11.65,23.4,16.7,18.56,10.72,27.73,17.49,20.61,7.68,12.14,4.09,13.93,5.76,402
399,HEIDELBERG.NS,7.65,10.84,11.41,14.89,6.78,10.02,16.11,18.69,21.08,22.93,20.39,25.31,18.84,23.36,12.72,16.84,7.88,12.28,3.95,2.15,6.92,3.15,,,,,,,,,,,,,,,,,0.0,-1.26,0.0,4.19,403
400,HERITGFOOD.NS,17.74,23.62,11.33,15.8,8.94,11.35,15.37,20.6,24.44,32.44,-34.6,-18.83,10.36,11.59,7.76,7.72,46.36,45.94,23.09,16.28,14.61,10.1,25.31,18.05,35.21,23.75,10.02,4.95,1.29,0.59,6.68,2.45,-44.09,-15.8,0.81,0.38,0.45,0.23,18.16,16.27,16.11,14.42,404
401,HEROMOTOCO.NS,23.27,29.17,22.06,28.57,17.42,22.07,15.66,19.68,19.5,24.43,25.7,26.52,26.32,37.15,31.41,42.35,33.39,44.0,39.42,37.77,36.47,35.93,37.66,37.16,42.31,38.71,55.43,42.86,65.21,40.93,64.41,60.45,33.72,31.78,32.41,29.79,34.73,31.02,48.34,41.95,54.27,45.1,405
402,HFCL.NS,4.91,8.8,8.1,12.91,8.51,14.57,10.36,17.87,11.87,21.09,12.38,22.72,12.74,23.46,12.74,19.75,11.85,14.14,16.39,11.93,20.36,15.97,19.45,14.3,8.69,5.94,1.98,0.76,12.51,2.69,,,-553.01,-31.31,-37.53,-11.61,18.99,7.37,-335.8,-72.36,-16.53,-9.85,407
403,HGINFRA.NS,20.0,25.5,23.52,27.05,23.69,30.82,24.82,33.09,20.43,28.16,20.17,29.01,18.74,30.83,15.57,22.23,30.32,37.99,28.84,22.03,5.49,4.25,13.65,12.49,21.97,17.92,,,,,,,,,,,,,,,,,408
404,HGS.NS,-11.77,-3.76,-0.93,1.2,7.48,4.17,63.04,0.38,10.88,14.2,14.96,14.34,14.62,17.13,15.48,18.1,10.25,16.54,13.05,12.05,13.84,12.78,17.52,16.15,8.12,7.47,9.58,9.49,11.72,11.35,15.5,14.33,10.96,9.73,10.91,9.97,4.16,3.93,0.0,18.35,,,409
405,HIKAL.NS,7.2,11.44,5.85,8.77,6.91,8.9,15.02,17.29,14.26,19.31,10.34,16.59,13.63,19.16,11.53,7.86,11.68,7.52,8.99,4.58,9.48,5.22,16.06,7.96,7.42,3.7,15.39,7.7,14.18,6.67,30.64,12.23,26.85,8.97,26.53,12.17,22.31,10.67,31.4,12.43,32.54,14.94,410
406,HIMATSEIDE.NS,6.35,9.35,6.46,10.89,-1.81,4.99,9.02,10.25,3.44,6.99,9.84,11.48,16.33,14.05,17.62,13.85,16.57,16.98,21.26,13.42,15.97,11.06,9.81,7.09,7.67,4.97,3.87,2.64,-8.04,-5.1,1.44,0.88,-5.94,-3.61,-4.42,-2.87,9.08,6.58,8.42,7.83,16.14,15.24,411
407,HINDALCO.NS,9.09,12.22,5.8,7.99,5.68,8.01,10.11,14.1,1.98,4.4,1.36,4.16,2.48,5.17,2.9,6.38,3.28,6.46,1.3,0.81,2.48,1.47,3.84,2.3,5.08,2.98,7.1,4.9,7.19,5.82,6.86,5.54,9.38,7.14,16.54,11.36,20.65,12.79,17.23,11.99,17.33,10.99,412
408,HINDCOPPER.NS,,,12.92,15.73,14.18,19.17,19.55,18.82,10.09,7.81,-59.29,-28.57,8.92,12.61,5.21,8.09,4.22,5.87,2.27,1.95,3.63,3.44,15.65,15.19,21.61,20.67,23.14,21.81,18.96,17.76,13.77,13.24,-1.06,-1.01,27.39,21.78,66.44,29.81,74.82,15.14,-128.72,12.36,413
409,HINDOILEXP.NS,12.71,12.26,8.29,8.79,17.6,16.99,4.67,7.39,8.91,4.64,21.17,15.58,28.51,23.16,10.12,7.68,10.98,8.13,1.18,0.83,-449.01,-319.44,-23.61,-9.33,-83.91,-35.09,2.77,1.79,6.82,4.42,3.77,2.37,5.06,4.4,2.39,2.06,0.63,0.46,7.25,6.53,16.7,14.52,414
410,HINDPETRO.NS,16.02,14.31,35.81,24.61,-32.38,-12.07,16.5,11.55,29.46,21.91,9.1,6.41,21.39,21.48,26.54,24.77,30.51,29.21,21.04,8.84,17.05,6.23,11.54,4.1,6.59,2.74,6.94,3.2,12.26,5.9,11.25,5.08,5.35,1.8,10.74,4.55,16.36,7.95,4.64,2.77,15.13,12.66,415
411,HINDUNILVR.NS,21.65,22.73,19.84,21.74,19.83,21.99,18.08,20.19,16.76,18.9,83.89,89.49,78.8,92.27,74.02,86.53,69.18,81.82,65.88,56.92,115.87,88.95,118.04,88.0,142.01,98.44,76.62,59.68,86.72,65.09,85.25,79.04,121.13,111.16,,,,,,,,,416
412,HINDZINC.NS,77.34,63.06,51.11,48.93,81.28,86.77,28.09,37.65,24.69,28.95,16.88,20.45,23.67,30.44,25.81,33.95,26.99,32.95,21.86,21.47,18.86,17.77,18.45,17.64,21.37,20.54,20.55,19.73,21.74,20.85,22.29,21.45,18.99,18.25,37.1,35.7,58.23,55.98,42.93,34.69,31.54,29.48,417
413,HISARMETAL.NS,5.06,14.74,10.75,17.61,20.18,27.67,27.5,32.0,16.72,23.19,14.24,19.99,22.11,26.4,25.57,41.48,17.47,28.7,2.95,1.59,10.1,5.74,10.06,5.46,0.1,0.05,1.55,0.71,4.4,1.8,19.41,9.41,2.68,1.17,11.18,2.79,19.57,8.36,9.04,2.45,16.25,4.14,418
414,HITACHIHOM.NS,9.17,12.1,-12.98,-8.05,-12.46,-10.46,2.17,3.76,4.58,5.77,12.13,15.79,14.01,19.99,18.71,26.25,18.47,25.36,13.96,12.77,24.85,20.76,3.35,2.72,8.42,5.01,1.9,1.79,17.05,14.21,31.46,30.74,20.16,19.72,50.63,49.54,46.92,46.68,67.95,66.13,81.28,73.82,419
415,HITECH.NS,5.35,9.81,6.57,12.33,7.86,15.55,13.78,21.49,8.65,17.61,9.36,18.22,14.05,27.93,13.81,27.97,11.7,27.01,9.79,24.29,10.48,6.75,7.12,4.68,6.81,4.69,6.88,5.59,11.97,9.4,,,,,,,,,,,,,420
416,HITECHGEAR.NS,10.06,14.2,11.12,16.37,12.66,18.63,11.02,15.12,12.11,14.71,2.9,8.48,13.23,16.23,13.27,15.52,9.73,11.99,12.75,10.46,12.15,9.78,10.9,7.98,11.91,7.82,33.5,20.18,37.49,19.41,26.72,12.49,13.05,4.53,18.93,7.02,18.39,6.97,13.95,4.65,21.22,9.54,421
417,HLVLTD.NS,5.58,5.49,5.36,5.57,1.82,3.27,-10.31,-6.48,-8.51,-8.93,42.3,-8.54,-44.74,-0.77,-6.04,-0.53,-11.79,-0.37,0.0,-1.7,0.0,-1.63,-304.43,-12.39,-83.11,-10.57,2.12,0.35,4.25,0.64,4.95,0.82,20.64,3.25,16.6,3.93,18.43,6.49,12.89,3.85,9.81,3.15,422
418,HMT.NS,,,5.32,3.8,1.62,3.44,8.99,10.97,7.1,11.81,68.74,5.48,14.71,4.35,-7.14,1.13,-234.02,-7.77,-6.95,-4.72,-25.38,-8.31,251.78,6.99,0.0,-2.75,-88.56,-8.39,-45.27,-8.11,-20.8,-4.53,-23.04,-6.02,-11.81,-3.65,30.52,3.19,14.59,1.28,8.44,0.56,423
419,HMVL.NS,5.01,5.58,0.53,0.24,-3.21,-2.57,2.72,3.75,4.68,5.81,7.84,11.1,5.17,8.07,12.85,17.74,16.53,23.19,19.87,19.69,19.06,18.91,18.25,18.06,16.62,16.41,15.05,14.8,14.14,13.95,19.56,6.88,0.74,0.72,0.73,0.51,4.5,4.39,-1.5,-1.48,0.6,0.6,424
420,HONAUT.NS,12.96,17.17,13.9,18.46,13.73,18.46,11.95,15.96,17.83,23.31,22.56,30.3,20.53,31.28,17.6,17.43,14.35,14.19,13.81,13.63,12.94,12.8,,,,,,,,,,,,,,,,,,,,,425
421,HOTELEELA.NS,5.58,5.49,5.36,5.57,1.82,3.27,-10.31,-6.48,-8.51,-8.93,42.3,-8.54,-44.74,-0.77,-6.04,-0.53,-11.79,-0.37,0.0,-1.7,0.0,-1.63,-304.43,-12.39,-83.11,-10.57,2.12,0.35,4.25,0.64,4.95,0.82,20.64,3.25,16.6,3.93,18.43,6.49,12.89,3.85,9.81,3.15,426
422,HPL.NS,9.64,21.24,5.03,16.06,3.52,13.38,0.93,9.19,1.05,8.78,2.23,9.92,3.6,12.1,3.19,10.68,2.86,12.49,10.42,7.23,10.8,7.62,9.26,6.99,11.13,8.64,11.91,8.37,,,,,,,,,,,,,,,427
423,HSCL.NS,,,13.78,20.01,9.37,15.54,3.6,5.79,2.73,5.22,4.9,14.56,18.32,25.77,16.65,23.77,7.52,13.02,-1.77,-1.17,-1.74,-0.97,-4.68,-2.47,2.61,1.43,7.05,4.14,13.52,8.01,14.57,10.18,13.04,7.84,26.38,19.01,25.77,18.42,41.34,17.81,15.53,7.63,428
424,HSIL.NS,15.37,18.58,13.85,16.54,16.28,14.85,13.88,8.17,7.13,8.51,3.85,6.59,4.65,7.66,5.01,7.34,7.1,8.96,7.77,6.34,7.25,5.42,5.01,3.11,9.1,5.52,10.86,6.72,12.45,8.14,7.46,3.85,16.02,6.29,12.98,8.28,14.43,8.67,19.94,8.65,17.13,7.73,429
425,HTMEDIA.NS,-10.11,7.89,-16.23,1.26,-32.38,-4.62,-1.78,3.71,-7.11,-7.49,-32.15,7.93,-8.56,2.04,12.0,18.28,3.62,8.23,6.78,6.5,7.56,7.07,11.04,10.23,1.84,1.66,12.19,11.21,15.19,13.46,12.36,10.98,9.45,7.54,15.78,12.8,14.67,11.61,5.53,4.16,7.06,4.57,430
426,HUBTOWN.NS,2.88,5.74,0.42,3.46,0.75,1.81,-8.62,-4.28,-10.27,-6.08,-3.54,5.76,-0.4,6.38,1.51,17.76,0.37,19.76,1.22,1.07,0.62,0.49,2.09,1.59,1.84,1.3,2.43,1.98,10.69,7.47,11.95,7.6,25.52,14.46,37.9,24.55,15.11,10.77,58.23,37.61,26.42,6.77,431
427,HUDCO.NS,15.07,52.28,12.74,8.49,11.01,10.44,11.86,9.79,11.96,9.29,13.84,9.42,10.77,6.9,10.15,7.92,9.18,8.91,9.56,2.64,9.87,2.85,10.29,2.73,10.73,3.37,10.37,3.05,0.0,0.0,9.71,2.37,11.18,2.16,8.91,1.6,7.87,1.25,7.17,1.03,11.63,1.59,432
428,IBPOW.NS,4.5,7.79,-22.44,8.96,5.93,9.74,6.59,9.96,1.96,7.29,39.96,5.58,-153.52,9.15,-9.08,5.86,-6.46,6.4,2.12,1.02,-6.39,-3.07,-1.42,-0.69,-0.49,-0.31,1.21,0.81,0.22,0.19,0.96,0.96,4.6,4.6,0.71,0.71,,,,,,,434
429,IBREALEST.NS,2.59,3.06,-108.74,0.68,-5.88,-5.47,-0.89,-0.14,-2.2,0.31,-1.32,3.62,1.62,5.55,-0.28,4.11,0.28,4.82,0.86,0.63,0.4,0.29,2.52,2.09,4.71,4.48,0.24,0.22,0.75,0.64,0.34,0.34,0.46,0.31,19.3,16.46,2.46,1.55,,,,,435
430,IBSEC.NS,-0.84,-0.09,-0.24,1.37,0.43,1.89,-0.42,0.47,-0.33,0.53,7.29,6.14,2.34,2.95,2.99,4.77,16.53,35.48,8.35,7.85,46.18,43.85,42.85,40.42,28.4,26.46,-5.24,-4.91,16.08,14.99,27.83,26.64,-4.49,-4.37,69.18,64.91,43.04,41.01,65.84,22.18,49.98,15.95,436
431,IBULHSGFIN.NS,4.13,24.62,5.48,33.37,5.11,38.08,4.44,15.42,6.81,15.5,14.46,19.64,21.6,19.95,27.66,14.96,23.94,15.16,21.84,4.92,30.47,5.51,27.61,5.86,24.86,5.21,26.17,4.55,,,5.18,1.38,6.64,2.42,17.83,7.61,20.92,19.18,1.16,1.16,,,437
432,IBULISL.NS,0.0,-3.6,0.0,-0.23,,112.99,-13.39,-4.65,-5.83,-0.17,-1.38,-0.04,1.33,1.82,0.3,1.17,3.21,5.09,0.09,0.1,1.69,2.24,0.61,0.96,-0.53,-0.72,0.61,2.28,4.52,6.84,-2.12,-2.08,-14.73,4.24,-0.79,-0.18,,,,,,,438
433,IBVENTURES.NS,-0.84,-0.09,-0.24,1.37,0.43,1.89,-0.42,0.47,-0.33,0.53,7.29,6.14,2.34,2.95,2.99,4.77,16.53,35.48,8.35,7.85,46.18,43.85,42.85,40.42,28.4,26.46,-5.24,-4.91,16.08,14.99,27.83,26.64,-4.49,-4.37,69.18,64.91,43.04,41.01,65.84,22.18,49.98,15.95,439
434,ICICIGI.NS,17.31,22.16,15.72,20.29,16.55,20.61,13.42,17.68,18.15,23.18,20.92,28.05,18.54,26.66,18.23,21.46,17.99,19.16,14.56,20.72,16.84,22.11,20.49,21.2,16.66,14.96,,,,,8.6,8.83,1.47,0.01,9.56,12.08,8.62,8.47,13.48,14.62,19.38,21.6,440
435,ICICIPRULI.NS,9.95,0.51,7.77,0.26,8.06,0.59,8.25,0.44,7.92,0.64,14.8,0.91,16.24,0.89,23.6,1.52,26.3,1.48,31.0,1.92,31.03,1.67,35.66,1.97,37.72,1.83,46.05,2.28,38.73,1.18,,,,,,,,,,,,,441
436,ICIL.NS,10.6,17.18,15.64,21.3,13.49,18.48,21.56,28.49,20.42,27.33,7.58,17.64,6.16,11.25,13.96,21.14,27.58,40.17,38.71,31.39,44.81,27.18,62.7,28.39,44.23,8.56,0.36,0.03,26.44,2.34,-85.05,-4.54,-130.47,-12.13,-23.28,-6.3,6.7,2.23,6.57,2.78,5.79,4.09,442
437,ICRA.NS,,,16.61,20.1,13.02,15.85,11.02,14.0,8.61,11.65,11.15,15.62,17.5,23.86,17.57,17.46,19.52,19.46,15.05,14.75,13.37,13.09,16.51,16.23,18.73,18.42,17.99,17.66,18.53,18.18,23.85,23.85,20.14,20.14,16.94,16.89,11.31,11.25,13.29,13.19,9.66,9.62,443
438,IDEA.NS,0.0,-2.14,0.0,-4.12,0.0,-3.94,0.0,-5.5,0.0,-4.53,-812.45,-6.11,-22.13,-5.27,-14.56,-2.26,-3.5,3.24,10.68,4.0,12.83,6.85,10.83,4.7,5.83,3.07,4.45,2.54,6.84,4.11,9.38,5.75,8.87,5.64,29.48,11.39,22.47,8.44,18.32,4.76,2.3,0.63,444
439,IEX.NS,37.77,48.02,36.0,46.05,37.31,47.21,43.09,54.19,40.17,49.22,45.6,52.83,44.57,58.08,46.41,66.19,41.04,61.84,37.24,32.59,37.99,32.44,36.79,32.3,39.33,33.37,33.55,26.04,25.29,18.89,,,,,,,,,,,,,445
440,IFBIND.NS,15.01,17.6,9.48,12.56,2.62,6.64,-8.03,-4.82,8.71,12.58,4.32,4.13,11.91,11.9,15.12,13.46,11.69,10.48,7.52,6.48,12.9,11.11,6.43,5.49,10.01,8.52,12.7,10.44,24.01,20.48,35.36,33.41,333.6,279.63,-13.31,115.17,-10.83,146.65,0.0,-38.56,0.0,-34.99,446
441,IFCI.NS,,,10.56,81.23,-127.19,62.79,-447.03,-13.15,-90.13,-9.31,-7.11,9.52,-9.58,5.21,9.25,10.25,-8.06,5.61,5.5,1.12,8.7,1.75,8.76,2.07,8.22,1.82,15.38,2.85,18.77,3.12,21.28,3.69,23.23,4.89,45.41,7.53,,27.88,0.0,4.02,0.0,2.25,447
442,IGARASHI.NS,,,2.14,5.24,1.19,4.3,0.27,1.78,5.83,8.06,7.07,9.78,13.36,20.52,23.88,33.36,20.62,19.37,21.61,19.52,19.5,16.23,21.04,17.29,17.39,11.98,16.34,10.96,9.09,7.07,10.74,3.02,-266.12,-76.75,11.6,5.47,8.01,4.36,1.55,0.93,9.3,5.18,448
443,IGL.NS,15.8,19.68,20.44,25.61,20.39,25.69,18.95,24.26,17.12,21.53,22.45,26.48,19.04,27.2,19.09,27.56,19.51,27.55,17.24,16.05,20.86,18.37,20.43,16.71,23.71,18.75,24.93,16.76,25.87,18.51,26.1,25.31,25.23,24.44,30.26,29.01,29.5,27.69,28.02,25.62,29.64,23.21,449
444,IIFL.NS,6.09,10.36,26.54,31.25,21.06,15.92,16.85,15.53,26.35,25.77,8.31,13.97,6.83,1.9,11.29,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,450
445,IIFLSEC.NS,,,33.23,49.8,24.64,35.68,29.93,39.38,22.82,31.37,19.89,31.12,22.48,39.93,27.86,24.72,,,,,,,,,,,,,,,,,,,,,,,,,,,451
446,IL&FSENGG.NS,0.0,1.05,0.0,3.76,0.0,3.58,0.0,5.95,0.0,8.59,0.0,-0.96,0.0,11.61,5.12,17.72,3.95,14.82,-611.08,-9.7,1.87,12.54,,-9.27,,,,,1.05,-3.8,0.0,-54.26,-300.33,-39.08,15.26,7.26,20.02,8.73,10.3,7.46,30.33,23.26,452
447,IL&FSTRANS.NS,,,,,,,,,,,0.0,1.26,0.0,6.86,8.18,16.07,8.35,13.22,4.41,1.61,9.94,3.85,10.2,4.36,12.76,6.27,12.97,9.67,16.13,11.37,20.6,13.81,5.48,4.74,10.39,6.54,7.97,6.05,12.23,2.77,6.53,2.03,453
448,IMAGICAA.NS,5.94,5.93,68.05,4.47,,48.83,0.0,7.45,0.0,17.13,0.0,74.0,-562.57,-76.39,-38.2,-11.92,-23.43,-7.86,-14.77,-5.77,-15.1,-6.12,-16.82,-3.75,-0.57,-0.16,-0.26,-0.25,0.0,0.0,0.0,0.0,,,,,,,,,,,454
449,IMFA.NS,16.28,22.16,18.57,26.14,12.14,20.66,29.85,36.93,13.59,15.97,-6.41,0.43,0.95,10.26,15.63,9.38,23.94,13.1,-5.52,-2.64,1.38,0.65,4.57,2.12,6.52,3.24,8.12,4.29,22.31,13.31,6.76,3.87,56.86,31.27,47.07,13.43,14.5,2.54,14.98,2.32,45.49,17.76,455
450,INDBANK.NS,9.23,12.67,10.79,13.69,4.7,7.96,9.78,14.14,6.3,9.96,3.46,7.41,3.03,5.61,3.92,9.8,9.81,11.94,5.61,5.61,10.77,10.77,0.71,0.71,1.76,1.76,0.27,0.27,-24.47,-24.47,-3.27,-3.03,-13.86,-12.57,54.62,49.12,58.02,34.21,13.33,3.12,11.8,2.3,456
451,INDHOTEL.NS,12.55,15.91,10.79,14.53,9.53,12.68,-0.42,3.44,-12.46,-2.61,8.75,8.96,5.88,10.25,3.36,2.17,5.17,2.94,5.17,6.52,-3.13,-1.29,-21.92,-10.52,-8.36,-4.3,4.31,2.35,4.37,2.76,5.68,2.78,7.67,4.72,18.71,12.18,17.93,11.5,10.71,7.84,9.38,4.8,457
452,INDIACEM.NS,-6.93,-4.76,-3.75,-0.73,-3.65,-4.19,0.72,2.83,3.95,7.04,-0.65,4.24,1.32,4.8,1.93,5.16,3.39,7.44,4.06,2.28,0.89,0.47,-4.64,-2.53,4.47,2.49,8.18,4.79,1.92,1.16,10.04,5.72,14.57,7.65,24.55,12.22,34.53,11.63,5.26,1.45,1.35,0.14,458
453,INDIAGLYCO.NS,9.64,11.7,8.84,11.09,6.21,8.78,18.87,7.76,6.77,8.08,11.07,10.07,13.79,17.4,10.42,15.02,5.26,11.21,-5.27,-2.44,-13.47,-7.18,-23.64,-9.31,19.22,8.33,20.52,8.25,6.17,2.58,5.07,1.53,-24.36,-8.78,36.98,19.21,12.95,5.32,20.39,8.7,32.52,15.04,459
454,INDIAMART.NS,26.67,26.29,20.45,20.4,13.18,14.0,16.37,17.67,17.73,20.37,53.26,34.87,7.83,11.57,0.0,-80.51,-0.85,1.17,0.0,-47.55,0.0,68.96,0.0,28.65,0.0,28.66,0.0,180.48,,,,,,,,,,,,,,,460
455,INDIANHUME.NS,40.53,12.4,9.36,18.36,8.01,18.46,8.88,18.7,6.97,17.92,12.9,25.85,16.61,32.2,14.58,28.53,24.91,45.62,9.48,8.46,14.48,12.39,9.45,7.68,9.63,8.68,7.22,6.7,13.3,12.45,15.21,12.61,15.34,12.75,10.39,8.4,12.52,9.73,8.09,6.08,22.47,19.03,461
456,INDIGO.NS,77.93,15.49,422.76,23.79,0.0,7.99,0.0,-16.24,,-15.31,-4.23,6.24,2.25,2.11,31.68,14.94,43.9,15.91,72.93,22.22,312.73,16.67,113.48,7.58,203.27,19.7,58.66,6.06,584.92,38.82,,,,,,,,,,,,,462
457,INDOCO.NS,,,15.64,21.3,13.49,18.48,21.56,28.49,20.42,27.33,7.58,17.64,6.16,11.25,13.96,21.14,27.58,40.17,38.71,31.39,44.81,27.18,62.7,28.39,44.23,8.56,0.36,0.03,26.44,2.34,-85.05,-4.54,-130.47,-12.13,-23.28,-6.3,6.7,2.23,6.57,2.78,5.79,4.09,463
458,INDOWIND.NS,0.05,1.36,2.3,3.37,-8.5,3.1,0.05,0.84,0.09,0.8,0.02,-0.1,-6.14,-0.89,-9.91,2.63,-0.85,0.96,0.42,0.23,0.12,0.07,0.05,0.03,1.5,1.07,1.91,1.37,2.89,1.27,,,,,,,,,,,,,464
459,INDRAMEDCO.NS,26.98,33.07,25.94,30.5,22.7,28.54,18.01,22.4,0.85,2.41,16.28,17.48,11.64,17.26,9.08,14.6,11.37,17.86,10.91,9.04,16.68,13.12,18.93,13.79,16.82,11.88,16.94,11.91,20.57,13.36,22.88,16.64,19.61,12.59,14.16,8.26,12.97,7.71,14.85,9.89,15.03,11.04,465
460,INDSWFTLAB.NS,,,45.36,26.11,8.63,13.76,-1.3,7.06,-1.02,7.6,-4.95,5.66,11.0,4.34,6.09,5.46,-15.42,3.32,-25.52,3.0,-43.56,-7.47,-32.39,-7.29,-24.16,-6.93,14.35,5.4,17.75,7.06,16.19,6.18,14.76,5.54,13.17,4.89,9.15,3.29,18.34,8.65,24.71,10.97,466
461,INDUSTOWER.NS,30.49,27.66,22.31,21.84,9.66,12.25,28.71,25.59,20.99,16.61,12.58,16.89,17.74,22.79,13.61,16.76,16.65,15.87,7.01,6.71,15.17,14.07,6.14,5.46,5.71,6.98,3.04,2.82,,,1.91,1.81,2.82,2.52,0.42,0.32,,,,,,,467
462,INEOSSTYRO.NS,27.29,34.86,23.96,30.2,25.6,32.24,37.66,47.9,31.52,38.74,-1.56,5.3,-2.0,-0.78,10.27,9.45,11.8,11.19,12.11,11.61,6.95,6.62,,,,,,,,,,,,,,,,,,,,,468
463,INFIBEAM.NS,4.78,6.37,4.56,5.89,4.57,5.92,2.53,3.03,1.85,2.36,1.48,2.46,1.49,1.97,0.52,1.66,0.02,6.13,0.6,0.6,-3.09,-3.06,-0.86,-0.83,-1.8,-1.66,-0.04,-0.02,-216.67,-206.21,,,,,,,,,,,,,469
464,INFINITE.NS,,,,,,,,,,,,,,,11.62,13.99,16.6,20.91,15.51,18.29,19.0,18.61,12.78,12.45,24.33,23.66,25.31,24.51,12.38,12.03,16.98,16.64,29.02,27.44,15.36,13.04,11.18,10.19,-1.43,-1.4,9.24,9.29,470
465,INFRATEL.NS,30.49,27.66,22.31,21.84,9.66,12.25,28.71,25.59,20.99,16.61,12.58,16.89,17.74,22.79,13.61,16.76,16.65,15.87,7.01,6.71,15.17,14.07,6.14,5.46,5.71,6.98,3.04,2.82,,,1.91,1.81,2.82,2.52,0.42,0.32,,,,,,,471
466,INFY.NS,29.27,38.27,33.54,41.23,34.34,43.03,30.63,38.46,25.23,32.23,24.97,31.28,23.44,31.38,25.44,31.0,20.31,27.8,20.78,20.75,25.3,25.29,24.21,24.01,25.28,25.15,28.46,28.46,26.29,26.29,26.33,26.05,32.66,32.6,33.13,33.13,33.84,33.84,35.1,35.1,36.24,36.24,472
467,INGERRAND.NS,43.9,57.88,38.32,50.66,31.59,42.66,19.95,26.98,16.05,23.53,22.19,29.86,19.33,30.47,7.87,11.47,7.27,10.83,6.03,6.0,6.91,6.89,7.32,7.29,8.96,8.92,10.16,10.1,8.37,8.31,6.13,6.12,8.99,8.96,39.94,39.79,10.46,10.34,7.38,7.28,27.27,26.88,473
