,Ticker,Revenue_Mar 24,Revenue_Mar 23,Revenue_Mar 22,Revenue_Mar 21,Revenue_Mar 20,Revenue_Mar 19,Revenue_Mar 18,Revenue_Mar 17,Revenue_Mar 16,Revenue_Mar 15,Revenue_Mar 14,Revenue_Mar 13,Revenue_Mar 12,Revenue_Mar 11,Revenue_Mar 10,Revenue_Mar 09,Revenue_Mar 08,Revenue_Mar 07,Revenue_Mar 06,Revenue_Mar 05
213,CASTEXTECH.NS,,,,7.66,7.84,12.15,13.89,38.8,26.46,,,,,,,,,,,
215,CCL.NS,109.46,100.37,69.38,59.77,61.84,60.82,61.89,53.18,50.91,50.51,45.94,439.63,367.86,265.21,211.52,198.34,183.74,162.3,112.44,83.05
216,CDSL.NS,61.34,43.12,39.69,25.89,16.09,14.58,14.75,11.64,9.74,8.2,7.22,7.21,7.49,8.17,7.77,5.6,6.23,3.61,3.03,2.02
217,CEATLTD.NS,2940.07,2784.49,2302.26,1872.14,1668.2,1688.83,1523.2,1409.57,1358.25,1382.36,1489.28,1425.51,1305.95,1021.73,822.49,738.67,682.2,468.42,383.87,427.34
218,CELEBRITY.NS,60.59,67.38,63.42,48.73,48.67,48.44,44.66,45.65,50.57,52.79,64.73,80.92,97.48,96.49,162.78,146.74,180.27,183.25,90.23,317.32
219,CELLO.NS,47.88,46.54,630168.2,523316.7,,,,,,,,,,,,,,,,
220,CENTENKA.NS,798.24,948.31,960.11,558.73,651.48,819.85,648.27,542.48,525.62,557.68,671.3,710.38,754.92,617.43,589.69,580.91,591.53,488.4,493.6,333.5
221,CENTEXT.NS,46.89,46.5,40.31,23.42,28.82,31.89,29.49,22.57,21.0,21.73,23.8,22.26,24.06,20.39,15.34,12.32,21.59,21.82,17.76,59.53
222,CENTRUM.NS,1.38,0.62,1.0,0.87,0.45,0.5,0.64,0.64,1.09,,,,,,,,,,,
223,CENTURYPLY.NS,168.9,162.71,134.85,94.98,102.58,101.73,88.4,80.1,74.53,70.32,57.7,50.83,50.26,39.41,34.49,31.49,300.84,214.92,260.39,151.7
224,CENTURYTEX.NS,347.33,429.33,369.72,233.73,306.59,353.08,733.23,684.46,715.16,744.68,716.46,639.45,523.73,511.61,484.18,417.25,376.36,341.73,283.68,269.71
225,CERA.NS,1438.77,1381.07,1108.55,923.98,929.71,1033.07,908.89,777.72,717.9,631.77,524.46,385.52,252.38,191.98,304.24,257.21,205.58,175.32,148.9,113.37
226,CEREBRAINT.NS,4.64,7.7,20.63,5.27,8.24,21.54,14.47,13.42,13.89,15.39,12.72,,,,,,,,,
227,CESC.NS,64.6,59.85,54.75,519.55,588.19,582.02,584.43,541.97,510.14,464.55,438.68,423.34,372.65,332.21,265.27,244.43,223.71,296.45,307.17,313.6
228,CGCL.NS,21.56,55.49,43.47,32.77,33.02,28.54,19.08,12.68,53.21,54.12,45.24,35.42,163.81,139.47,69.11,60.82,8.36,0.24,0.25,0.25
229,CGPOWER.NS,49.82,43.08,35.78,18.88,50.57,85.45,79.9,69.51,68.46,125.04,119.5,111.23,101.1,92.77,84.11,127.63,107.22,92.78,491.93,394.64
230,CHALET.NS,67.72,55.04,23.45,13.87,47.63,48.15,47.67,46.79,37.66,28.96,30.08,,,,,,,,,
231,CHAMBLFERT.NS,448.43,667.28,386.08,305.59,293.26,242.54,179.26,178.05,210.72,214.57,192.82,176.37,155.24,111.82,86.09,110.6,65.55,62.39,65.89,66.0
232,CHEMPLASTS.NS,104.7,138.92,127.26,96.12,187.84,,,,,330.42,330.66,,,,,,,,,
233,CHENNPETRO.NS,4458.09,5153.09,2912.86,1507.27,2492.56,2776.07,2182.97,1858.43,1734.56,2809.71,3311.48,2877.98,2738.7,2224.18,1681.49,2160.37,1890.72,1659.64,1420.64,955.54
234,CHOICEIN.NS,0.65,1.3,2.27,2.93,4.38,6.38,11.32,19.62,77.82,8.65,12.79,8.03,31.98,62.69,17.67,0.92,1.09,0.22,1.08,1.35
235,CHOLAFIN.NS,224.27,155.12,122.33,116.0,105.53,446.97,350.33,298.03,268.38,256.76,227.69,178.34,133.12,99.43,139.41,167.77,170.61,107.19,57.75,56.47
236,CHOLAHLDNG.NS,4.58,4.46,4.45,3.09,4.84,3.92,3.45,2.14,210.35,204.53,188.63,182.56,187.32,160.58,132.11,117.03,100.43,92.22,413.68,413.96
237,CIEINDIA.NS,,,,,56.59,,,,,50.86,41.86,47.78,46.93,40.66,34.22,34.65,31.28,75.52,240.55,
238,CIGNITITEC.NS,297.07,259.18,167.14,114.53,109.96,94.82,89.97,103.78,80.19,46.2,26.67,12.51,6.06,8.1,5.88,5.91,8.71,7.45,6.4,6.67
239,CIPLA.NS,205.29,195.63,162.27,172.37,157.01,153.58,141.47,133.85,150.83,126.18,116.83,102.16,86.9,78.85,69.82,67.34,54.08,45.83,99.43,75.18
240,CLEAN.NS,74.3,88.08,64.48,48.24,3157.38,,,,,,,,,,,,,,,
241,CLNINDIA.NS,342.56,332.04,363.71,316.6,328.08,311.39,439.11,425.0,493.88,,,,,,,,,,737.2,324.55
242,CMSINFO.NS,125.76,110.35,91.91,76.41,,,,,,,,,,,,,,,,
243,COALINDIA.NS,2.46,3.17,1.84,1.04,1.37,1.52,0.59,0.47,0.26,0.61,0.5,0.56,0.66,0.65,0.71,0.5,43.0,44.4,36.6,0.0
244,COCHINSHIP.NS,138.56,177.17,242.51,214.3,260.19,225.19,173.25,181.75,175.67,164.15,144.55,137.2,124.02,129.4,124.49,111.15,0.0,0.0,0.0,0.0
245,COFFEEDAY.NS,0.93,0.88,0.65,0.48,0.9,5.79,6.64,4.68,2.37,19.66,22.8,6.84,10.61,9.53,,,,,,
246,COFORGE.NS,784.61,692.39,544.04,398.09,356.96,323.5,267.63,259.79,239.89,220.51,215.56,183.99,138.76,123.08,83.96,85.49,75.76,76.0,56.95,48.11
247,COLPAL.NS,208.85,192.15,187.5,178.0,166.37,164.07,153.98,146.4,153.03,292.81,263.16,232.64,198.04,168.11,148.16,128.74,111.69,97.95,84.42,70.7
248,COMPINFO.NS,,436.0,647.55,574.03,651.4,694.85,693.63,604.58,2280.16,3198.93,3418.38,2849.61,2320.72,2537.99,2100.0,1551.57,1180.27,242.33,172.64,122.77
249,COMPUSOFT.NS,8.06,6.46,3.39,1.99,1.78,8.16,5.77,6.56,7.05,6.64,8.91,9.01,8.84,8.98,11.83,9.59,7.23,44.46,46.05,53.34
250,CONCOR.NS,141.68,133.0,124.64,104.79,106.25,112.95,252.63,287.54,303.73,285.87,255.66,338.99,312.43,295.03,285.1,262.9,515.05,467.35,374.39,306.99
251,CONCORDBIO.NS,97.21,,,,,,,,,,,,,,,,,,,
252,CONFIPET.NS,79.42,72.12,45.0,27.46,36.0,31.89,22.16,18.77,13.54,10.29,9.15,10.75,15.47,25.04,13.65,9.56,5.98,3.33,0.81,0.35
253,CORDSCABLE.NS,485.58,407.07,338.8,250.14,325.57,322.36,282.63,250.17,219.16,231.91,230.13,337.28,329.73,253.43,192.88,194.6,148.37,138.79,101.81,280.94
254,COREEDUTEC.NS,,,,,,,,,,30.03,54.81,98.08,78.1,47.24,42.39,40.18,24.11,49.95,57.23,367.07
255,COROMANDEL.NS,748.27,1007.13,650.37,482.49,447.69,451.41,374.25,343.54,393.84,387.41,331.23,302.38,347.6,271.09,460.86,681.85,271.61,165.36,148.17,611.83
256,COSMOFIRST.NS,910.89,1044.47,1554.29,1146.35,1045.33,1054.73,939.6,749.92,740.81,760.67,646.45,535.95,474.82,484.39,385.37,333.85,298.7,274.38,217.07,200.99
257,COX&KINGS.NS,,,,0.0,,157.94,148.55,176.57,32.06,28.38,30.66,27.27,21.67,34.52,28.03,55.54,42.11,163.87,116.12,467.21
258,CRAFTSMAN.NS,1518.84,1411.1,1044.71,732.14,737.27,899.41,14620.87,19003.47,,,,,,,,,,,,
259,CREDITACC.NS,324.17,223.09,146.88,130.34,116.92,89.32,67.79,81.9,62.64,36.76,26.88,21.88,23.96,31.69,19.61,,,,,
260,CREST.NS,49.54,289.26,10.4,9.19,12.3,10.89,27.58,7.59,6.71,48.34,19.06,5.34,5.34,4.92,5.64,0.94,3.09,3.27,1.45,2.27
261,CRISIL.NS,,,,,,,,,,,,,,,,,,,,142.81
262,CROMPGREAV.NS,49.82,43.08,35.78,18.88,50.57,85.45,79.9,69.51,68.46,125.04,119.5,111.23,101.1,92.77,84.11,127.63,107.22,92.78,491.93,394.64
263,CROMPTON.NS,49.82,43.08,35.78,18.88,50.57,85.45,79.9,69.51,68.46,125.04,119.5,111.23,101.1,92.77,84.11,127.63,107.22,92.78,491.93,394.64
264,CUMMINSIND.NS,323.18,279.38,221.52,156.18,186.07,204.15,183.35,183.17,169.87,158.94,143.46,165.56,148.53,204.17,143.99,168.0,119.85,94.73,75.48,61.49
265,CYIENT.NS,221.75,201.44,158.56,125.45,138.46,146.28,127.86,114.74,110.73,115.17,109.36,94.22,77.53,58.2,101.23,102.58,83.48,74.67,140.41,104.43
266,CYIENTDLM.NS,150.29,157.39,,,,,,,,,,,,,,,,,,
267,DAAWAT.NS,115.77,112.73,88.79,72.04,73.48,68.55,66.89,76.94,683.04,688.62,683.78,631.93,376.82,315.08,264.47,322.12,256.6,216.67,557.14,525.82
268,DABUR.NS,51.56,49.01,46.27,40.65,35.71,35.52,31.75,30.03,32.69,30.92,27.93,24.95,21.57,18.85,33.05,27.84,24.23,20.22,23.47,42.98
269,DALBHARAT.NS,6.84,7.14,7.3,8.0,7.74,8.41,0.0,0.0,,,,,,,,,,,,
270,DALMIABHA.NS,6.84,7.14,7.3,8.0,7.74,8.41,0.0,0.0,,,,,,,,,,,,
271,DALMIASUG.NS,358.11,401.74,372.85,331.76,260.75,249.35,277.25,208.28,144.09,142.07,147.19,123.51,88.06,82.64,264.84,217.51,181.72,230.29,149.8,589.99
272,DANGEE.NS,1.62,1.66,20.03,13.09,34.44,37.33,48.04,,,,,,,,,,,,,
273,DATAMATICS.NS,124.64,124.37,98.14,77.64,79.7,66.1,57.31,51.86,47.77,31.99,34.59,31.57,27.8,23.49,22.2,27.02,16.56,16.8,15.17,15.02
274,DATAPATTNS.NS,92.82,80.97,59.89,1317.35,918.24,1704.36,1227.61,845.01,615.19,706.33,787.39,992.67,4392.25,2762.37,1561.27,4462.78,,,,
275,DBCORP.NS,134.79,119.55,99.89,86.17,127.1,140.8,126.53,122.76,111.61,109.39,101.16,86.1,78.65,68.55,56.25,55.08,50.13,3132.26,2486.48,0.0
276,DBL.NS,720.67,692.1,615.95,673.32,656.86,666.68,566.34,372.72,348.77,224.02,657.19,542.22,336.91,123.25,,,,,,
277,DBREALTY.NS,0.16,0.1,0.15,0.01,0.02,0.17,0.17,0.74,7.28,0.0,0.0,1.77,0.0,0.0,9.32,348.6,0.0,,,
278,DCAL.NS,20.88,25.67,19.31,12.78,37.01,34.04,29.4,0.0,272.4,,,,,,,,,,,
279,DCMSHRIRAM.NS,680.2,719.55,603.16,523.89,489.44,490.23,417.09,351.25,351.43,337.02,371.17,323.93,297.28,244.87,204.43,204.29,148.71,161.37,140.06,1072.23
280,DCW.NS,63.41,89.23,94.04,56.1,48.93,61.22,53.73,53.52,57.51,58.76,63.28,63.29,58.3,53.95,52.14,45.83,38.3,38.36,35.23,195.7
281,DCXINDIA.NS,127.78,129.61,142.41,,,,,,,,,,,,,,,,,
282,DEEPAKFERT.NS,152.29,186.14,189.85,176.4,191.28,357.02,361.37,233.18,189.91,420.81,432.66,295.5,265.61,177.41,146.18,160.4,119.28,94.45,63.81,54.21
283,DEEPAKNTR.NS,199.73,222.4,184.09,132.63,163.46,131.38,106.68,94.29,114.86,126.96,1214.51,975.15,755.6,643.06,515.67,648.65,526.04,464.73,585.95,543.3
284,DEEPIND.NS,59.67,94.12,84.86,55.77,2.62,2.7,3.13,,,,,,,,,,,,,
285,DELHIVERY.NS,101.17,91.37,92.06,,,,,,,,,,,,,,,,,
286,DELTACORP.NS,23.74,22.2,13.43,7.56,16.92,17.55,14.04,12.0,10.4,8.42,5.14,1.72,0.05,12.96,3.24,3.15,4.71,37.07,33.04,
287,DEN.NS,21.7,23.28,24.2,26.01,25.07,21.17,54.5,46.44,59.64,47.54,48.5,52.36,32.97,25.15,24.67,146.07,15.47,,,
288,DEVYANI.NS,25.84,22.14,15.38,,,,,,,,,,,,,,,,,
289,DHAMPURSUG.NS,404.43,425.72,331.15,634.67,510.84,414.52,493.38,381.34,362.21,304.35,318.1,274.4,284.6,433.05,,,,,,
290,DHANI.NS,1.52,1.75,0.74,0.53,5.98,5.49,3.98,2.61,2.61,3.1,3.3,4.68,6.44,14.08,14.64,15.46,24.36,237.09,178.23,64.1
291,DHANUKA.NS,385.83,373.03,317.27,297.88,235.42,211.41,196.14,179.99,165.69,580.36,147.62,116.42,105.8,98.16,444.65,366.96,270.41,1012.2,281.21,274.84
292,DHFL.NS,,,,279.48,297.06,410.55,345.92,282.67,250.58,410.42,386.82,321.53,211.21,138.79,119.75,114.09,86.16,65.87,45.0,32.58
293,DIL.NS,720.67,692.1,615.95,673.32,656.86,666.68,566.34,372.72,348.77,224.02,657.19,542.22,336.91,123.25,,,,,,
294,DISHMAN.NS,20.88,25.67,19.31,12.78,37.01,34.04,29.4,0.0,272.4,,,,,,,,,,,
295,DISHTV.NS,4.43,6.03,7.51,8.71,8.24,21.39,15.55,18.25,20.9,26.1,23.56,20.35,18.41,13.51,10.21,10.73,9.64,2.67,4.4,
296,DIVISLAB.NS,289.25,287.26,334.52,256.12,200.06,183.83,143.75,151.59,140.18,232.34,189.4,160.39,138.99,99.16,70.5,184.28,160.38,567.62,300.79,278.04
297,DIXON.NS,1072.14,1175.05,1261.06,968.87,3173.27,2230.24,1951.6,1497.33,4035.04,3593.83,3421.51,2336.02,1296.03,,,,,,,
298,DLF.NS,13.1,16.08,16.38,15.73,9.57,14.93,17.13,20.76,20.31,16.93,13.39,12.66,20.56,17.18,13.59,16.66,32.24,7.2,252.45,1175.12
299,DLINKINDIA.NS,345.71,329.89,254.57,200.16,204.34,197.05,176.38,193.56,197.37,176.12,162.5,117.88,74.34,42.69,44.55,44.58,,,,
300,DMART.NS,761.19,645.32,468.57,367.22,380.92,319.13,240.49,190.38,152.71,114.57,85.61,61.29,41.28,,,,,,,
301,DNAMEDIA.NS,0.82,0.8,0.55,0.27,0.11,9.7,10.54,0.96,11.3,11.47,14.34,17.76,17.26,19.97,,,,,,
302,DODLA.NS,488.61,434.36,352.39,314.94,357.03,286.56,4695.38,4310.05,3610.5,3109.86,2571.45,2234.01,2509.74,,,,,,,
303,DOLATALGO.NS,12.35,8.74,13.17,11.27,4.96,6.57,7.88,4.69,5.05,1.84,10.37,12.31,12.34,2.2,1.03,1.84,3.0,1.61,0.34,-0.25
304,DOLLAR.NS,273.14,245.75,238.08,182.83,170.91,181.39,163.19,817.22,1060.89,934.91,886.36,748.17,585.58,,,,,,,
305,DOMS.NS,228.68,29059.51,16595.84,9761.93,,,,,,,,,,,,,,,,
306,DONEAR.NS,153.68,158.78,109.51,68.77,105.37,114.29,98.86,95.99,99.48,99.29,90.84,77.09,72.53,59.86,46.83,35.78,33.7,31.22,27.22,232.79
307,DPSCLTD.NS,6.44,6.15,5.75,5.13,4.94,5.37,4.94,4.62,6.01,6.44,7.13,6.67,5.56,960.27,969.48,895.47,755.56,749.37,706.0,
308,DREAMFOLKS.NS,214.04,147.99,,,,,,,,,,,,,,,,,,
309,DREDGECORP.NS,337.68,416.0,285.39,272.77,267.75,247.05,211.38,208.98,237.81,262.49,275.15,226.76,175.59,181.12,230.51,244.74,252.07,204.89,181.15,187.59
310,DRREDDY.NS,1168.09,1018.16,865.7,802.23,713.02,640.09,563.81,586.24,598.34,587.5,571.56,496.7,397.39,313.5,260.4,237.5,198.84,225.31,261.2,202.4
311,DVL.NS,99.78,44.65,52.29,28.55,5.1,205.96,270.18,6.34,7.67,791.92,1156.48,690.1,565.03,454.99,979.44,89.6,132.4,95.39,81.49,84.2
312,DWARKESH.NS,90.79,111.68,104.84,97.65,70.96,57.57,75.94,632.18,486.89,696.35,,,,,,,,,,
313,DYNAMATECH.NS,856.94,855.85,865.88,810.32,898.47,933.99,763.28,796.58,680.39,720.08,788.46,771.2,836.4,663.94,556.77,552.59,581.32,272.26,225.44,181.06
314,EASEMYTRIP.NS,2.72,2.47,10.72,9.82,12.98,9.31,138.21,,,,,,,,,,,,,
315,ECLERX.NS,434.32,393.09,468.7,343.19,302.89,294.44,296.16,292.08,271.08,269.62,236.4,191.1,162.6,118.5,135.05,104.13,62.0,785.6,435.82,22106.67
316,EDELWEISS.NS,-1.55,26.82,9.31,3.86,2.49,3.41,4.83,5.41,4.12,3.13,2.97,2.05,2.73,5.84,32.52,25.54,25.02,16.38,41.14,46.63
317,EDUCOMP.NS,0.34,0.33,0.11,0.08,0.79,1.58,5.26,14.49,16.41,16.18,23.06,59.89,112.06,106.83,87.59,289.93,151.97,66.67,32.77,66.66
318,EICHERMOT.NS,587.22,514.32,370.26,315.37,3325.08,3590.35,3285.95,2586.54,2277.68,,,,,,,,789.9,700.83,587.18,710.49
319,EIDPARRY.NS,158.23,163.09,140.72,114.36,105.93,104.25,108.55,127.82,131.42,118.41,101.37,113.34,88.76,73.41,132.87,91.2,72.93,61.82,103.77,402.28
320,EIHOTEL.NS,35.07,28.36,13.77,6.92,23.62,27.0,23.62,22.32,24.8,23.15,21.53,19.83,19.28,17.98,19.7,22.62,27.48,23.9,144.37,112.08
321,EKC.NS,68.76,70.37,112.99,66.9,43.63,40.33,28.77,21.75,15.22,16.82,19.07,23.05,29.05,35.38,34.72,35.0,33.08,169.68,133.78,112.12
322,ELDERPHARM.NS,,,,,,,,,,,,,478.78,407.74,372.1,328.28,292.85,241.52,202.75,178.1
323,ELECON.NS,142.57,106.68,78.83,70.98,74.49,85.0,81.22,82.3,89.92,46.19,46.01,64.1,143.4,126.42,112.54,103.01,88.86,232.91,799.81,482.98
324,ELECTCAST.NS,112.23,116.31,84.34,51.65,57.28,58.96,56.76,51.33,55.35,60.34,63.61,59.21,58.66,52.32,44.62,64.95,48.27,545.87,467.97,554.33
325,ELGIEQUIP.NS,58.17,55.43,49.94,34.72,68.23,74.29,64.61,56.28,54.85,48.97,52.28,51.53,50.16,48.96,74.26,76.64,72.12,60.5,49.91,45.67
326,EMAMILTD.NS,66.93,65.89,64.99,58.09,52.74,54.71,103.71,101.41,105.37,89.47,75.12,107.53,91.85,79.46,130.93,116.24,93.93,84.35,49.2,35.79
327,EMBDL.NS,0.78,0.05,0.0,0.13,7.98,2.6,1.73,0.57,0.38,0.84,2.0,8.37,3.0,3.96,1.01,1.75,1.98,0.74,,
328,EMCURE.NS,,171.8,187.29,174.38,131.36,135.67,123.94,113.78,118.16,449.22,360.21,369.92,348.98,,,,,,,
329,EMIL.NS,163.36,141.54,144.98,106.73,105.75,54.87,,,,,,,,,,,,,,
330,EMUDHRA.NS,22.13,21.01,21.8,,,,,,,,,,,,,,,,,
331,ENDURANCE.NS,559.56,481.11,405.02,339.32,351.09,385.14,329.94,275.82,835.79,798.49,710.21,618.48,610.18,,,,,,,
332,ENERGYDEV.NS,2.01,2.7,2.72,2.39,2.27,2.81,8.47,21.73,28.16,7.91,14.09,17.73,21.91,17.1,11.48,42.63,23.91,22.43,5.64,4.15
333,ENGINERSIN.NS,57.51,58.43,51.07,55.24,50.69,38.68,28.29,21.5,44.4,50.84,54.12,74.37,109.78,83.79,353.32,272.64,123.22,95.77,141.15,161.6
334,ENIL.NS,109.03,88.0,64.17,55.97,113.4,130.16,112.67,116.59,106.69,91.98,80.72,70.98,63.23,58.73,48.4,48.02,47.7,35.14,24.69,6.41
335,ENTERO.NS,73.15,432.13,356.59,9969.61,5588.67,,,,,,,,,,,,,,,
336,EPIGRAL.NS,464.3,526.69,373.27,199.41,146.92,172.45,,,,,,,,,,,,,,
337,EPL.NS,40.2,38.01,31.05,26.65,25.46,26.84,52.76,50.61,47.29,48.04,42.4,36.87,31.72,26.72,27.41,,,,,
338,ERAINFRA.NS,,,,,,,,36.51,36.52,51.2,146.82,257.0,239.2,210.58,190.63,165.58,633.88,409.92,167.0,239.76
339,ERIS.NS,109.29,97.85,89.44,81.66,75.14,65.19,55.32,51.85,43875.58,39709.13,37714.64,30218.77,22224.7,,,,,,,
340,EROSMEDIA.NS,,44.79,22.81,25.51,69.96,87.49,74.51,122.13,125.95,115.86,93.2,100.66,87.42,52.25,74.86,938.78,830.39,350.36,183.51,
341,ESABINDIA.NS,807.88,708.77,580.12,444.84,456.78,440.1,346.13,303.05,293.01,358.58,,,,,,,,,,
342,ESCORTS.NS,794.28,632.48,542.12,513.93,469.97,505.5,407.5,333.92,290.83,334.13,527.5,,,,,,,,,
343,ESSAROIL.NS,,,,,,,,,,567.52,672.54,640.82,422.03,340.46,,,,,,
344,ESSARSHPNG.NS,0.76,0.16,6.77,8.07,26.02,23.77,31.09,31.78,35.21,38.55,42.57,72.52,60.68,25.08,,,,,,
345,ESSDEE.NS,,,,,,0.0,0.0,0.12,133.1,241.14,209.88,214.64,197.75,201.75,194.38,144.29,100.8,53.27,83.18,54.28
346,ESSELPACK.NS,40.2,38.01,31.05,26.65,25.46,26.84,52.76,50.61,47.29,48.04,42.4,36.87,31.72,26.72,27.41,,,,,
347,ESSENTIA.NS,3.03,5.28,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,,,,,,,,
348,ESTER.NS,91.04,129.2,168.56,118.92,124.55,123.28,96.74,84.26,92.43,143.07,147.63,140.88,111.23,106.79,62.81,67.19,57.46,50.94,45.19,47.33
349,ETHOSLTD.NS,407.64,337.71,302.59,212.25,,,,,,,,,,,,,,,,
350,EVEREADY.NS,180.81,182.66,166.02,171.83,166.59,200.55,200.36,186.44,182.05,175.95,158.68,142.44,134.87,130.9,134.02,117.95,116.55,106.28,101.37,117.12
351,EXCEL.NS,657.2,866.96,937.12,596.21,558.83,641.18,462.82,354.55,347.24,404.65,382.3,352.05,289.3,252.15,217.81,222.9,208.31,183.17,184.99,202.08
352,EXCELCROP.NS,,,,,,1193.63,1042.2,859.15,797.15,917.7,877.37,695.02,615.29,659.35,576.44,657.89,472.34,379.91,349.58,350.01
353,EXIDEIND.NS,188.58,171.67,145.67,118.13,115.96,124.57,108.07,89.22,80.63,80.87,70.17,71.43,60.08,53.5,49.6,47.02,39.43,27.75,205.77,173.42
354,FACT.NS,78.12,95.79,68.38,50.36,42.81,30.21,29.78,28.85,26.83,30.58,34.14,35.79,44.45,38.03,32.17,60.51,24.79,41.93,39.93,34.33
356,FAIRCHEMOR.NS,477.29,497.69,493.96,304.56,0.0,,,,,,,,,,,,,,,
357,FCEL.NS,0.01,0.26,4.89,2.98,15.86,15.68,12.77,9.99,8.11,6.53,2.15,2.27,0.35,0.16,0.45,-0.08,0.14,1.88,1.34,
358,FCL.NS,37.82,26.69,22.58,11.69,11.58,10.12,8.09,6.71,6.06,28.94,47.6,36.23,29.67,25.15,29.56,36.01,42.23,697.4,0.0,0.0
359,FCONSUMER.NS,0.01,0.26,4.89,2.98,15.86,15.68,12.77,9.99,8.11,6.53,2.15,2.27,0.35,0.16,0.45,-0.08,0.14,1.88,1.34,
360,FCSSOFT.NS,0.21,0.2,0.2,0.2,0.22,0.23,0.18,0.13,0.16,0.33,0.5,0.46,0.96,1.07,1.8,63.31,67.66,92.0,82.01,
361,FDC.NS,117.69,107.11,89.98,78.52,77.85,61.41,60.63,56.48,55.84,49.14,46.86,42.1,38.06,37.78,34.86,30.6,25.54,22.16,17.69,16.97
362,FEL.NS,23.19,38.05,24.31,5.8,3.67,3.85,10.29,13.89,126.05,116.17,4126.6,0.0,,,,,,,,
363,FIEMIND.NS,770.46,1404.26,1194.74,927.77,1046.35,1097.28,941.01,770.64,825.08,689.48,600.57,503.43,446.02,351.81,245.97,183.48,148.28,141.81,159.32,201.19
364,FILATEX.NS,96.56,97.15,169.94,100.86,126.64,132.14,443.12,356.55,399.45,491.49,626.56,513.25,197.25,283.77,233.21,209.47,201.55,242.94,232.58,179.03
365,FINANTECH.NS,98.8,59.14,31.34,31.27,30.11,31.94,49.2,32.57,30.67,34.95,72.64,97.85,92.35,77.63,66.62,72.86,29.98,22.41,20.6,7.26
366,FINCABLES.NS,327.85,292.98,246.36,180.98,188.12,201.23,184.05,159.85,160.91,160.12,154.24,148.46,134.94,133.1,105.61,88.41,90.38,67.72,242.99,186.2
367,FINEORG.NS,636.38,987.98,606.14,365.72,334.71,340.5,279.28,1610.12,1348.58,1259.51,1175.54,1027.11,,,,,,,,
368,FINPIPE.NS,69.82,71.11,74.9,279.03,240.49,249.11,220.62,209.71,197.66,199.54,197.67,172.85,169.22,159.44,117.32,120.39,112.49,82.84,59.39,67.66
369,FIVESTAR.NS,74.64,52.2,43.04,409.34,307.53,168.05,98.36,,,,,,,,,,,,,
370,FLEXITUFF.NS,194.93,340.47,417.59,348.79,350.75,472.13,463.53,533.05,464.62,421.09,388.32,375.68,285.77,284.15,261.31,230.46,198.57,598.27,,
371,FLFL.NS,,,140.68,107.09,296.69,276.4,221.58,203.41,174.06,168.32,177.66,0.0,,,,,,,,
372,FLUOROCHEM.NS,366.15,511.79,347.12,229.73,227.25,248.57,,,,,,,,,,,,,,
373,FMGOETZE.NS,300.11,289.14,237.63,195.36,191.69,237.09,234.37,225.75,238.66,276.19,,,,,,,,,180.51,176.58
374,FMNL.NS,14.4,15.09,14.02,11.22,21.12,22.46,14.11,14.66,14.38,12.9,13.8,19.61,5.24,21.79,0.0,,,,,
375,FORCEMOT.NS,5304.74,3815.32,2458.3,1508.21,2336.97,2770.94,2596.81,2328.52,2321.71,1793.55,1533.97,1496.86,1582.06,1187.34,750.03,587.67,706.07,744.47,708.74,649.85
376,FORTIS.NS,15.65,13.95,11.43,8.38,9.3,8.7,12.72,12.46,13.21,13.19,7.97,8.71,6.94,6.55,6.48,7.8,7.05,6.87,5.84,7.13
377,FRETAIL.NS,,,,115.45,381.46,401.21,368.09,361.91,1573.55,12.72,16.75,,,,,,,,,
378,FRL.NS,,,30.62,17.94,81.8,92.51,84.82,79.98,194.92,249.68,499.89,,,,,,,,,
379,FSL.NS,22.97,19.74,22.84,19.03,13.55,11.11,12.55,13.8,12.99,13.72,13.9,13.39,17.51,16.32,15.29,12.93,11.56,10.18,16.21,12.63
380,FUSION.NS,230.25,173.59,139.11,,,,,,63.74,35.91,23.25,10.09,,,,,,,,
381,GABRIEL.NS,232.71,206.89,162.35,117.99,130.18,144.56,127.62,105.86,100.11,100.51,89.55,83.9,157.03,135.0,97.8,73.92,65.89,72.6,68.33,581.62
382,GAEL.NS,107.41,214.09,203.68,205.2,332.89,350.76,293.45,290.76,197.79,182.96,223.48,217.18,152.81,140.29,101.81,115.77,132.21,100.42,92.84,400.83
383,GAIL.NS,198.59,219.39,206.35,127.76,159.35,333.14,237.96,284.69,409.26,447.32,453.36,374.64,318.48,256.5,197.02,187.51,213.0,189.64,193.4,160.89
384,GAL.NS,774.4,891.19,741.49,516.36,505.82,563.15,475.08,423.88,379.1,415.44,402.91,400.25,,,,,,,,
385,GALAXYSURF.NS,774.4,891.19,741.49,516.36,505.82,563.15,475.08,423.88,379.1,415.44,402.91,400.25,,,,,,,,
386,GALLANTT.NS,175.19,167.22,371.04,123.84,106.37,130.81,101.33,75.78,82.38,88.58,82.38,81.49,71.98,68.45,53.2,54.29,50.9,28.42,1.69,0.0
387,GAMMNINFRA.NS,0.0,0.0,0.0,0.01,0.01,0.24,1.59,2.01,4.26,,,1.68,1.41,1.17,1.61,2.59,1.88,1.51,1.06,
388,GAMMONIND.NS,,2.74,0.75,1.43,1.94,5.35,7.15,20.56,164.6,,,377.99,402.41,404.36,347.28,413.55,265.11,209.35,166.29,
