,Ticker,Revenue_Mar 24,Revenue_Mar 23,Revenue_Mar 22,Revenue_Mar 21,Revenue_Mar 20,Revenue_Mar 19,Revenue_Mar 18,Revenue_Mar 17,Revenue_Mar 16,Revenue_Mar 15,Revenue_Mar 14,Revenue_Mar 13,Revenue_Mar 12,Revenue_Mar 11,Revenue_Mar 10,Revenue_Mar 09,Revenue_Mar 08,Revenue_Mar 07,Revenue_Mar 06,Revenue_Mar 05
899,ORIENTBELL.NS,462.29,486.69,453.42,351.77,344.64,400.84,455.21,449.23,501.73,501.77,430.75,422.67,402.46,276.42,238.49,214.38,202.81,178.53,276.94,236.93
900,ORIENTCEM.NS,155.47,143.39,133.03,113.44,118.21,123.11,108.48,91.51,71.38,75.51,70.21,73.29,0.0,,,,,,,
901,ORIENTELEC.NS,131.78,118.85,115.38,95.79,97.16,87.86,75.39,0.0,,,,,,,,,,,,
902,ORIENTHOT.NS,21.89,21.99,12.25,6.48,16.22,19.34,19.98,18.67,17.33,16.8,16.67,16.24,14.73,13.14,107.94,120.24,120.88,107.3,91.38,74.11
903,ORIENTPPR.NS,39.21,44.44,27.6,20.89,28.59,33.46,31.17,24.1,88.85,81.46,76.95,61.96,121.57,102.65,86.0,80.14,68.59,758.82,591.21,497.24
904,ORIENTREF.NS,136.76,132.36,123.65,113.74,57.94,62.26,52.17,43.23,38.2,37.57,33.59,29.95,25.01,0.0,,,,,,
905,ORISSAMINE.NS,137.13,59.22,137.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.42,747.15,1372.5,4530.17,4105.19,4998.78,4211.89,
906,ORTINLAB.NS,2.6,7.4,10.12,10.04,116.52,99.03,47.05,36.53,37.16,35.66,39.63,44.17,50.64,138.26,85.39,80.91,79.22,31.21,36.29,
907,OSIAHYPER.NS,86.29,71.64,990.43,530.48,573.28,526.6,,,,,,,,,,,,,,
908,PAGEIND.NS,4107.65,4293.2,3484.37,2539.86,2640.79,2557.11,2287.4,1907.24,1598.94,1383.39,1064.74,785.19,612.71,440.71,314.29,230.31,173.34,122.12,4161.05,2993.21
909,PAISALO.NS,6.74,9.42,81.15,73.65,79.78,78.33,67.46,61.51,47.67,43.97,51.26,54.0,52.01,4.47,86.89,153.32,102.34,69.93,51.31,
910,PALREDTEC.NS,1.23,1.23,1.54,1.55,0.95,0.0,0.0,0.0,0.0,0.55,4.58,8.31,7.52,6.82,8.39,7.77,9.62,9.53,6.2,5.0
911,PANAMAPET.NS,285.11,282.35,254.5,198.74,134.47,178.22,193.43,179.87,164.8,180.97,733.19,737.44,677.81,795.13,548.54,771.25,491.14,462.03,256.45,170.07
913,PARADEEP.NS,142.06,163.79,136.57,,,,,,8309.5,,,,,,,,,,,
914,PARAGMILK.NS,259.21,243.45,212.77,213.46,284.88,279.5,228.65,202.78,230.48,889.35,675.82,577.77,560.28,396.27,,,,,,
915,PARAS.NS,59.6,54.94,46.15,44.48,51.59,271.71,260.37,94.82,73.43,69.23,381.23,435.25,,,0.0,,,,,
916,PARKHOTELS.NS,26.02,27.92,13.94,10.01,23.75,,,,,,,,,,,,,,,
917,PARSVNATH.NS,6.64,6.59,17.11,6.61,25.64,18.87,2.49,5.73,7.03,16.52,9.84,10.54,14.84,16.52,38.84,39.72,93.46,66.93,65.09,367.84
918,PATANJALI.NS,876.48,871.04,818.4,551.74,443.52,389.9,367.39,567.49,848.24,847.42,729.87,783.42,779.83,500.01,513.11,643.51,581.81,2353.07,2506.26,1863.59
919,PATELENG.NS,57.03,49.34,63.18,36.93,57.16,126.03,129.87,186.35,340.44,321.94,354.66,444.4,365.12,363.34,289.62,246.76,164.93,170.04,137.26,95.55
920,PATINTLOG.NS,44.99,42.85,64.94,81.52,210.09,270.77,256.22,285.74,321.88,387.17,359.39,335.73,297.93,283.27,229.23,187.17,193.24,208.74,358.61,152.45
921,PAYTM.NS,120.45,95.07,59.98,,,,,,,,,,,,,,,,,
922,PCBL.NS,150.31,155.6,235.57,154.31,188.21,204.75,738.95,559.07,549.53,716.68,660.76,662.92,634.46,510.5,436.27,411.74,409.14,395.46,410.47,513.9
923,PCJEWELLER.NS,4.07,50.7,33.82,57.36,125.14,212.06,240.53,452.13,405.31,354.47,297.31,224.37,,,245.26,281.07,145.04,,,
924,PDMJEPAPER.NS,82.67,79.9,58.48,46.01,63.66,62.09,52.59,54.12,49.43,0.0,,,,,,,,,,
925,PDSL.NS,47.48,35.39,44.48,17.71,15.79,15.05,6.99,5.14,9.56,2.66,1023.14,367.8,0.0,,,,,,,
926,PEARLPOLY.NS,9.75,10.18,8.32,66.37,82.92,106.21,107.57,103.11,105.15,118.01,133.79,129.85,127.45,112.5,101.71,91.39,80.11,78.26,73.73,43.28
927,PEL.NS,166.23,200.51,93.26,80.9,89.24,199.05,182.45,218.27,203.8,139.17,106.82,81.32,66.85,48.51,127.01,111.1,91.76,77.02,68.13,69.98
928,PENIND.NS,182.14,169.58,140.32,106.68,144.43,138.89,114.85,82.08,72.41,68.82,61.2,69.5,83.93,87.86,65.39,51.65,44.25,36.12,,216.77
929,PENINLAND.NS,16.82,32.86,4.96,2.26,5.28,4.83,11.27,9.47,3.93,5.77,9.69,23.77,17.1,17.13,27.22,19.38,12.35,75.79,,31.86
930,PERSISTENT.NS,422.86,669.62,467.84,324.45,275.84,247.71,216.59,216.62,180.89,155.31,296.03,249.19,202.59,152.53,126.1,144.92,106.77,364.3,256.58,158.94
931,PETRONET.NS,351.52,399.33,287.79,173.49,236.35,255.97,203.99,328.21,361.78,526.68,503.3,419.57,302.61,175.96,141.99,112.38,87.4,73.45,51.16,25.94
932,PFC.NS,139.46,150.19,146.0,142.97,126.37,108.89,98.39,101.92,208.13,188.34,163.04,130.76,98.6,88.24,69.72,57.13,43.82,33.25,30.33,29.51
933,PFIZER.NS,479.38,530.0,570.71,489.3,470.31,454.97,430.28,429.78,439.86,405.1,372.55,351.86,367.07,419.68,,,,,,
934,PFOCUS.NS,1.12,1.36,4.04,2.54,4.41,5.42,4.86,5.17,3.98,,,9.86,12.32,9.76,74.3,71.04,67.38,43.43,41.17,35.45
935,PFS.NS,11.84,12.31,14.84,17.6,21.24,20.78,18.44,21.03,21.12,14.27,9.72,5.09,5.46,1.94,0.91,0.31,0.29,0.41,,
936,PGEL.NS,544.73,585.31,481.48,357.07,327.42,272.51,243.34,223.19,158.55,145.44,132.89,184.38,135.14,397.47,332.07,418.4,308.74,303.2,266.62,
939,PHILIPCARB.NS,150.31,155.6,235.57,154.31,188.21,204.75,738.95,559.07,549.53,716.68,660.76,662.92,634.46,510.5,436.27,411.74,409.14,395.46,410.47,513.9
940,PHOENIXLTD.NS,26.06,26.68,15.89,14.5,28.96,28.73,25.94,24.56,23.26,21.76,20.35,18.68,13.67,12.19,7.99,6.22,14.73,27.53,28.58,1271.05
941,PIDILITIND.NS,219.56,208.48,164.08,122.32,124.63,119.96,105.44,94.9,92.28,85.79,75.65,64.99,55.48,46.77,38.14,69.77,60.74,45.76,35.98,304.43
942,PIIND.NS,470.09,412.53,334.01,281.33,239.62,205.86,165.12,165.46,152.9,142.02,117.18,424.68,350.16,642.08,838.62,1455.74,1176.41,1007.53,864.75,894.38
943,PILITA.NS,4.14,3.63,2.88,2.33,2.07,2.27,3.07,2.7,8.1,7.55,8.95,18.07,15.82,13.49,11.43,9.68,8.46,6.8,5.94,4.99
944,PIPAVAVDOC.NS,,,0.09,0.09,1.02,2.44,4.54,7.05,4.16,11.29,30.96,36.89,27.01,12.92,9.45,0.0,0.0,0.0,0.0,0.0
945,PITTIENG.NS,374.81,343.18,297.53,161.63,163.78,208.54,126.96,105.92,230.8,252.7,183.63,230.58,302.52,270.17,158.71,273.67,179.68,160.33,107.91,72.19
946,PNBHOUSING.NS,270.05,384.37,364.24,449.59,504.09,446.7,329.44,235.92,212.46,171.09,170.54,133.26,153.67,,,,,,,
947,PNCINFRA.NS,300.12,275.23,245.79,191.99,190.14,120.72,72.37,65.84,392.56,392.13,287.78,327.46,319.86,286.16,220.28,226.8,,,,
948,POKARNA.NS,12.25,19.67,22.48,24.81,24.93,47.19,50.05,235.43,311.13,307.43,272.9,251.62,225.55,218.49,217.54,236.02,256.52,261.87,241.66,217.16
949,POLARIS.NS,,,,,,,176.54,147.96,180.11,167.96,201.43,186.32,177.2,139.63,115.55,118.71,95.06,91.73,69.63,68.25
950,POLICYBZR.NS,2.44,2.98,2.3,5413.32,16081.08,13145.58,21925.1,29107.58,,,,,,,,,,,,
951,POLYCAB.NS,1201.5,928.89,809.53,585.87,591.55,560.21,478.64,389.52,368.46,332.67,542.89,526.82,,,,,,,,
952,POLYMED.NS,136.21,111.32,91.69,77.95,73.22,66.49,57.63,49.81,89.42,84.71,141.76,229.05,189.71,154.07,124.66,204.05,160.44,157.15,130.85,119.77
953,POLYPLEX.NS,442.22,515.42,558.25,406.29,390.86,413.86,334.33,289.77,292.05,323.07,343.53,291.16,275.52,290.31,145.68,138.35,115.27,122.58,112.0,134.9
954,PONNIERODE.NS,489.9,506.31,335.29,297.94,361.03,214.93,229.76,291.64,196.83,184.6,196.26,247.07,312.71,314.29,283.75,159.68,174.61,170.19,165.6,108.92
955,POONAWALLA.NS,40.41,25.27,20.08,68.57,80.79,82.84,87.04,83.46,89.08,106.01,97.14,79.54,51.41,63.5,297.93,266.02,203.43,156.71,99.83,83.69
956,POWERGRID.NS,45.58,62.14,57.24,72.0,69.17,65.22,56.87,49.14,39.76,32.83,29.11,27.56,21.95,18.12,16.93,15.63,10.96,9.48,877.4,793.9
957,POWERINDIA.NS,1235.26,1053.89,1151.88,,,,,,,,,,,,,,,,,
958,POWERMECH.NS,2567.65,2368.94,1788.67,1192.66,1389.91,1180.54,890.58,877.7,925.94,1077.33,1085.19,867.63,655.68,457.37,,,,,,
959,PPLPHARMA.NS,33.18,28.85,26.1,29.55,,,,,,,,,,,,,,,,
960,PRAENG.NS,3.57,4.27,13.31,5.53,7.05,6.69,5.24,7.47,10.39,7.98,11.7,19.58,11.08,12.5,17.25,20.67,86.66,92.94,49.02,30.1
961,PRAJIND.NS,162.64,171.6,111.79,59.41,51.42,50.55,38.52,40.65,46.3,45.14,44.1,40.94,49.04,29.92,32.6,42.08,38.31,70.6,32.27,284.57
962,PRAKASH.NS,544.73,585.31,481.48,357.07,327.42,272.51,243.34,223.19,158.55,145.44,132.89,184.38,135.14,397.47,332.07,418.4,308.74,303.2,266.62,
963,PRAKASHSTL.NS,6.04,5.43,2.64,1.4,1.86,2.46,2.61,8.29,31.72,612.82,539.55,453.26,390.74,312.17,389.51,259.37,228.16,187.87,4271.23,
964,PRECAM.NS,71.02,65.94,53.92,40.19,46.63,44.61,42.22,46.73,45.99,62.85,11228.47,11536.06,9797.8,8834.47,6207.66,4977.72,3709.44,1135.47,,
965,PRECWIRE.NS,184.8,169.79,232.02,743.06,659.7,760.04,608.69,382.27,364.69,761.62,848.89,843.82,805.74,755.45,545.01,463.68,496.29,560.24,324.1,264.39
966,PRESTIGE.NS,66.13,108.0,113.72,101.13,83.71,65.1,79.8,58.04,70.83,63.32,57.29,43.21,22.72,42.22,36.18,697.4,762.8,336.24,361.67,
967,PRICOLLTD.NS,185.05,158.16,121.11,114.07,126.93,145.36,139.09,133.54,12.16,96.77,102.96,123.41,0.47,,,,,,,
968,PRINCEPIPE.NS,232.34,245.19,240.3,188.28,148.66,174.62,146.09,276.95,210.17,199.38,225.04,355.39,0.0,0.0,,,,,,
969,PRISMCEM.NS,140.43,133.33,110.63,100.03,110.7,118.32,107.45,99.74,110.27,111.13,98.63,94.73,89.49,67.29,56.33,21.1,,,,
970,PRITI.NS,0.29,0.17,0.15,0.11,0.19,0.17,0.11,0.15,0.3,1.19,2.09,3.16,6.32,7.48,5.88,28.46,2.16,,,
971,PRITIKAUTO.NS,21.24,35.3,26.81,111.01,84.03,110.04,96.84,0.2,0.86,,,0.0,0.0,0.0,,,,,,
972,PRIVISCL.NS,438.29,403.93,356.21,321.33,331.42,63.97,62.84,49.3,109.99,109.19,121.07,107.98,101.6,60.38,40.41,35.82,32.81,28.64,24.95,23.73
973,PROZONINTU.NS,0.71,0.71,0.65,0.49,0.62,0.54,0.44,0.47,0.49,0.53,0.58,0.48,0.52,0.0,,,,,,
974,PRSMJOHNSN.NS,140.43,133.33,110.63,100.03,110.7,118.32,107.45,99.74,110.27,111.13,98.63,94.73,89.49,67.29,56.33,21.1,,,,
975,PRUDENT.NS,160.72,125.16,94.38,,,,,,,,,,,,,,,,,
976,PSPPROJECT.NS,684.03,535.18,485.77,344.68,416.46,290.0,202.73,139.15,1431.18,3505.78,2630.28,3215.56,2233.03,,,,,,,
977,PTC.NS,170.77,161.4,341.54,311.79,320.91,288.69,192.91,189.73,182.64,192.35,284.07,328.92,282.85,230.2,177.89,202.35,,,,
978,PTCIL.NS,170.77,161.4,341.54,311.79,320.91,288.69,192.91,189.73,182.64,192.35,284.07,328.92,282.85,230.2,177.89,202.35,,,,
979,PTL.NS,4.86,4.86,9.55,9.55,9.55,9.55,9.1,8.08,6.92,6.04,6.04,6.04,6.04,6.04,0.0,3.78,3.02,0.0,0.02,0.01
980,PUNJLLOYD.NS,,,,,,,120.96,112.52,100.81,146.99,247.79,256.51,177.0,126.95,215.07,226.96,148.66,85.69,262.01,587.83
981,PURVA.NS,46.62,27.33,30.79,23.78,53.61,62.06,37.34,41.17,41.47,50.91,38.91,38.2,24.72,19.43,23.49,20.85,26.51,21.71,174.81,94.39
982,PVP.NS,0.0,6.53,1.31,0.72,1.18,1.24,1.16,1.54,0.76,2.18,2.59,1.95,0.0,0.0,0.0,0.0,0.0,,,
983,PVR.NS,601.13,363.29,198.9,37.15,639.6,587.65,480.56,428.33,372.59,333.25,309.22,168.96,180.47,129.19,118.94,132.64,116.8,86.5,56.2,50.32
984,PVRINOX.NS,601.13,363.29,198.9,37.15,639.6,587.65,480.56,428.33,372.59,333.25,309.22,168.96,180.47,129.19,118.94,132.64,116.8,86.5,56.2,50.32
985,QUESS.NS,1048.49,822.8,659.4,506.73,524.72,384.23,303.18,271.54,257.48,920.8,,512.07,299.05,,,,,,,
986,RADICO.NS,308.01,235.11,214.55,181.04,181.75,157.18,136.73,126.27,124.16,111.88,109.12,94.69,86.2,71.4,63.38,67.93,79.0,61.07,51.28,235.65
987,RADIOCITY.NS,6.61,5.75,4.87,3.69,7.17,11.74,52.27,47.57,53.64,51.62,39.63,35.49,31.41,,,,,,,
988,RAILTEL.NS,80.01,60.65,47.41,41.67,33.67,30.72,30.66,26.42,17.83,15.01,14.02,11.28,10.83,,12.15,11.81,5.88,3.52,2.39,1.38
989,RAIN.NS,121.83,109.75,98.3,,,,,,,,,,,,,,,,,
990,RAINBOW.NS,121.83,109.75,98.3,,,,,,,,,,,,,,,,,
991,RAJESHEXPO.NS,182.91,195.13,211.22,69.78,1588.4,1445.2,1140.03,1522.31,1307.96,1284.27,797.18,1052.44,868.86,695.45,673.21,442.67,326.7,1785.71,1429.66,5794.31
992,RAJMET.NS,43.85,37.21,557.92,513.44,241.56,222.6,,,,,,,,,,,,,,
993,RAJRATAN.NS,109.65,120.67,531.89,332.46,281.91,722.82,501.79,405.83,475.43,549.22,533.24,452.31,419.48,370.81,339.91,332.66,243.72,218.94,227.57,213.94
994,RAJSREESUG.NS,230.46,231.45,141.14,129.09,116.26,141.81,196.07,236.66,228.22,241.27,348.75,353.58,297.84,258.66,229.88,154.8,147.42,169.13,112.82,79.69
995,RAJTV.NS,20.51,16.33,13.34,15.09,11.39,11.98,11.86,11.79,15.88,15.89,15.31,52.03,41.66,34.33,36.96,48.33,44.02,29.71,176.61,163.92
996,RALLIS.NS,136.16,152.57,133.9,124.93,115.78,102.0,77.05,71.26,66.23,78.08,78.72,68.07,60.74,548.8,680.77,706.44,571.23,528.2,504.13,467.68
997,RAMASTEEL.NS,5.14,21.68,308.04,193.94,173.73,240.89,199.08,146.49,144.27,1288.6,7286.03,7442.19,6177.35,5105.65,,,,,,
998,RAMCOCEM.NS,395.68,344.28,253.07,223.33,227.86,218.43,187.03,165.88,151.02,153.08,154.77,160.96,136.84,109.93,117.96,106.28,1684.76,1297.72,831.59,607.17
999,RAMCOIND.NS,149.58,150.91,136.61,115.73,95.35,103.59,92.16,82.16,81.04,84.81,77.15,89.56,77.84,64.57,61.06,967.47,897.43,825.15,699.1,586.1
1000,RAMCOSYS.NS,77.56,71.71,93.95,115.21,104.33,105.92,97.5,94.41,87.29,91.24,100.81,107.2,97.62,96.8,67.21,60.0,62.72,51.05,76.32,94.01
1001,RAMKY.NS,293.82,213.01,187.56,131.82,181.16,246.73,235.4,266.54,319.68,188.77,306.83,531.23,540.95,477.36,376.92,295.27,212.32,1004.73,584.84,
1002,RANASUG.NS,103.73,106.0,91.2,79.59,85.36,71.1,63.6,71.04,55.74,45.45,42.2,45.83,36.05,50.87,45.73,,,,22.8,26.93
1003,RANBAXY.NS,,,,,,,,,,,162.17,,,,,,,,,
1004,RASOYPR.NS,,,,,,,,0.21,0.45,2.72,7.0,5.54,74.24,101.28,182.54,212.48,265.84,156.42,127.03,99.54
1005,RATEGAIN.NS,14.72,10.46,6.78,1036.53,1371.15,1338.9,1182.9,,,,,,,,,,,,,
1006,RATNAMANI.NS,685.78,623.47,671.71,491.81,553.35,589.56,378.09,302.1,367.93,358.58,284.06,258.78,263.22,175.46,185.43,212.27,938.99,634.72,354.58,201.09
1007,RAYMOND.NS,,2086.34,1750.82,1377.85,,,,,,,,,,,,,,,,
1008,RBA.NS,35.46,29.11,19.15,12.91,30.29,23.88,14.27,,,,,,,,,,,,,
1009,RCF.NS,307.81,388.83,232.23,150.11,175.79,161.06,131.99,128.68,156.78,139.81,119.41,124.97,116.62,100.14,102.53,151.86,93.52,63.55,55.44,50.43
1010,RCOM.NS,1.05,1.2,1.25,1.75,2.96,4.99,8.07,14.22,40.16,43.41,54.73,54.59,53.83,58.77,65.67,73.09,71.67,62.39,,0.0
1011,RDEL.NS,,,0.09,0.09,1.02,2.44,4.54,7.05,4.16,11.29,30.96,36.89,27.01,12.92,9.45,0.0,0.0,0.0,0.0,0.0
1012,RECLTD.NS,179.04,148.9,198.15,179.19,150.72,128.16,113.7,119.43,239.39,204.86,172.34,136.91,104.69,83.62,66.33,55.4,39.34,33.97,26.53,28.18
1013,REDINGTON.NS,527.38,452.2,345.75,583.78,478.86,433.08,381.42,394.12,316.12,300.76,281.78,260.79,246.89,205.18,820.19,779.05,741.15,605.22,585.37,412.32
1014,REDTAPE.NS,132.55,105.52,21.48,,,,,,,,,,,,,,,,,
1015,REFEX.NS,118.48,736.94,211.39,301.24,426.97,297.93,49.67,24.37,50.37,54.71,15.85,10.94,27.09,51.79,,57.81,58.12,44.99,49.43,42.88
1016,REIAGROLTD.NS,,,,,,,,,5.45,19.37,47.22,53.12,44.11,38.88,115.66,82.66,384.82,241.59,246.91,252.64
1017,RELAXO.NS,117.08,111.8,106.6,94.97,97.12,184.85,161.35,135.82,142.7,246.78,201.95,841.44,720.49,576.28,462.84,339.52,254.69,196.59,167.37,179.54
1018,RELIANCE.NS,790.03,780.84,626.32,381.17,531.56,586.24,457.99,743.74,719.62,1016.92,1207.05,1115.82,1008.57,758.23,587.37,902.17,920.65,801.74,580.53,473.18
1019,RELIGARE.NS,0.36,0.71,0.56,0.24,0.11,0.42,0.84,1.94,7.03,6.07,12.33,8.1,3.79,9.08,7.95,1.64,4.19,2.39,0.92,1.11
1020,RELINFRA.NS,10.72,23.02,55.79,64.22,44.77,30.18,341.01,331.91,378.69,400.55,432.51,544.5,680.78,357.44,400.43,426.42,268.72,251.67,186.66,223.95
1021,RENUKA.NS,50.89,40.3,28.78,26.04,23.83,22.42,30.51,82.22,63.11,61.84,97.16,95.27,94.77,,,,,,,
1022,REPCOHOME.NS,243.69,205.2,206.23,219.54,215.07,190.1,176.98,166.91,140.82,111.0,85.93,65.27,68.65,48.56,35.21,29.21,17.84,,,
1023,RESPONIND.NS,24.57,20.14,18.38,13.72,16.26,23.56,40.58,68.32,68.74,56.71,69.02,56.91,40.12,27.71,220.54,194.63,177.1,422.04,,3.38
1024,RGL.NS,144.7,143.52,803.67,590.13,674.76,673.96,552.73,596.99,599.03,555.78,514.85,376.85,371.83,317.25,249.13,350.87,235.85,590.47,481.73,12047.36
1025,RHFL.NS,0.01,7.88,5.99,16.56,32.73,40.94,33.45,92.67,120.94,76.11,64.24,54.03,113.05,107.62,21.26,,,,,
1026,RHIM.NS,136.76,132.36,123.65,113.74,57.94,62.26,52.17,43.23,38.2,37.57,33.59,29.95,25.01,0.0,,,,,,
1027,RICOAUTO.NS,122.18,138.46,118.48,94.34,88.15,88.39,79.51,70.54,67.07,62.17,68.76,77.39,82.23,73.03,58.97,57.95,56.43,61.34,54.5,55.8
1028,RIIL.NS,38.47,45.06,43.17,35.97,52.85,56.02,58.85,61.73,59.4,59.66,56.18,53.16,40.62,37.1,33.88,47.02,44.54,35.71,42.69,35.11
1029,RITES.NS,96.21,104.85,107.16,74.8,96.02,98.45,71.96,64.97,108.6,101.12,109.35,95.39,208.91,174.58,139.0,134.43,145.13,1334.03,985.95,554.9
1030,RKFORGE.NS,193.03,187.69,142.93,403.47,340.98,554.08,440.44,307.26,312.93,269.66,164.57,191.46,276.2,249.38,173.41,149.36,135.79,99.72,62.24,58.92
1031,RNAVAL.NS,,,0.09,0.09,1.02,2.44,4.54,7.05,4.16,11.29,30.96,36.89,27.01,12.92,9.45,0.0,0.0,0.0,0.0,0.0
1032,ROHLTD.NS,69.99,61.97,29.08,17.44,41.87,41.08,37.41,34.05,32.26,31.07,30.72,41.02,34.25,34.1,28.58,34.63,31.59,29.79,21.76,40.01
1033,ROLEXRINGS.NS,448.63,432.91,373.34,257.01,,,,,,,,,,,,,,,,
1034,ROLLT.NS,0.02,0.02,0.02,0.02,0.02,0.02,0.64,0.18,3.21,,,,,,,,,,,
1035,ROLTA.NS,,0.14,0.45,1.74,4.8,40.73,86.7,88.57,112.46,116.0,70.84,,,,,,,,,
1036,ROSSARI.NS,217.74,176.81,194.87,132.95,118.23,1172.54,678.4,530.59,404.73,349.18,311.91,248.8,267.88,277.37,,,,,,
1037,ROUTE.NS,106.24,85.81,53.1,65.22,81.31,74.79,39.01,33.68,94.2,,,,,,,,,,,
1038,RPGLIFE.NS,351.96,310.09,266.16,235.31,227.1,199.64,207.98,177.56,168.9,146.5,142.3,134.02,116.6,112.97,106.76,98.59,90.76,,,
1039,RPOWER.NS,0.0,0.08,0.12,0.14,0.19,0.15,0.16,0.17,0.2,0.49,0.33,0.04,0.24,0.13,0.04,0.0,0.0,0.11,0.0,0.0
1040,RPPINFRA.NS,351.09,268.35,212.54,202.07,254.73,256.94,220.85,162.1,139.24,116.43,103.06,113.79,106.62,91.91,87.67,3683.05,2603.47,4331.47,4073.51,3120.44
1041,RPPL.NS,74.86,220.27,176.75,113.11,111.91,111.28,140.83,,,,,,,,,,,,,
1042,RRKABEL.NS,584.53,585.1,,,,,,,,,,,,,,,,,,
1043,RSSOFTWARE.NS,23.16,11.72,10.7,13.76,23.32,23.74,22.32,27.5,66.72,134.55,274.8,242.14,215.52,170.71,189.49,184.66,134.81,135.91,186.2,166.11
1044,RTNINDIA.NS,0.05,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,,,,,,
1045,RTNPOWER.NS,6.26,6.02,6.07,2.9,3.59,6.47,6.83,4.52,9.4,2.09,1.43,0.0,0.01,0.0,0.0,0.0,0.0,,,
1046,RUCHIRA.NS,220.34,268.96,243.16,171.29,198.34,203.69,199.63,186.03,161.71,154.56,142.78,132.64,126.79,113.29,88.95,72.33,37.29,33.35,62.34,60.32
1047,RUCHISOYA.NS,876.48,871.04,818.4,551.74,443.52,389.9,367.39,567.49,848.24,847.42,729.87,783.42,779.83,500.01,513.11,643.51,581.81,2353.07,2506.26,1863.59
1048,RUPA.NS,149.97,140.33,179.42,158.39,118.22,139.18,141.42,136.17,127.22,121.7,112.28,102.53,87.76,801.85,652.95,517.2,765.51,654.88,588.98,498.02
1049,RUSHIL.NS,317.97,421.09,313.5,169.98,224.76,230.22,233.41,212.48,206.08,191.43,177.55,126.41,106.37,140.12,108.95,100.11,91.43,85.7,751.6,909.18
1050,RUSTOMJEE.NS,88.72,28.81,85.11,53.03,26.68,141.38,75.43,227146.39,141507.44,1036734.39,1147376.32,744509.39,,,,,,,,
1051,RVNL.NS,104.23,97.27,92.96,73.88,69.69,48.25,36.24,28.39,21.78,15.07,11.95,10.15,7.66,6.93,8.39,7.93,7.06,8.57,0.05,0.0
1052,SADBHAV.NS,59.07,51.83,71.47,94.63,131.24,206.87,204.29,193.52,185.75,173.17,155.49,119.98,177.93,147.42,1005.23,848.73,696.04,448.24,266.63,256.72
1053,SADBHIN.NS,0.64,2.54,5.8,5.47,5.16,8.38,9.59,8.1,2.44,2.25,35.06,34.58,30.58,6.35,2528.12,,,,,
1054,SAFARI.NS,317.71,510.56,315.08,146.51,304.66,256.49,186.68,824.78,667.14,542.95,556.74,312.39,206.24,220.86,207.47,204.46,209.73,190.67,177.03,177.81
1055,SAGCEM.NS,145.95,146.17,133.43,585.06,380.42,442.16,366.66,262.63,357.54,331.02,281.19,321.21,348.58,283.36,322.33,204.33,190.26,177.35,119.56,76.45
1056,SAIL.NS,255.11,252.87,250.51,167.32,149.28,162.13,139.35,107.62,94.54,110.67,113.06,107.97,112.19,104.85,98.29,106.04,96.74,83.11,68.28,69.52
1057,SAKHTISUG.NS,89.97,88.66,66.3,53.29,67.57,42.5,44.5,77.95,85.33,86.94,73.51,317.98,299.71,581.25,,,,,,
1058,SAKSOFT.NS,21.22,19.81,151.7,119.73,110.63,90.25,55.05,48.47,48.82,44.99,42.93,41.77,40.87,41.6,41.99,42.16,43.8,36.63,26.29,24.77
1059,SAKUMA.NS,79.91,121.75,107.93,44.18,70.37,95.61,1025.23,1227.44,1094.79,658.02,615.69,376.74,587.85,385.05,246.97,242.47,358.3,147.44,202.53,326.46
1060,SALASAR.NS,7.58,31.68,241.82,408.33,395.56,492.51,372.4,374.6,555.76,663.12,502.6,343.41,219.21,,0.0,0.0,0.0,,,
1061,SALSTEEL.NS,67.87,58.34,59.47,35.42,48.0,67.6,58.73,42.44,39.73,43.0,38.59,44.66,38.55,37.67,35.66,45.49,44.13,31.26,5.78,0.0
1062,SALZERELEC.NS,653.28,626.08,490.3,378.92,354.72,350.23,295.25,268.31,264.7,275.49,237.78,222.42,216.73,175.67,171.72,120.81,114.2,117.43,82.24,67.08
1063,SAMBHAAV.NS,2.06,2.1,2.34,2.17,2.55,2.22,2.11,2.02,2.07,1.6,2.24,2.36,2.28,2.46,2.26,2.39,2.3,1.7,1.06,9.14
1064,SAMHI.NS,6.84,12.03,,,,,,,,,,,,,,,,,,
1065,SAMMAANCAP.NS,128.36,156.14,165.73,187.19,266.62,360.49,286.37,236.68,188.3,175.71,156.39,149.05,50.45,,13.07,13.55,12.94,8.42,0.25,
1066,SANDHAR.NS,451.18,398.3,322.48,263.38,272.47,338.42,279.81,267.55,252.31,1228.55,1110.79,1026.63,,,225.37,175.7,155.88,,,
1067,SANDUMA.NS,77.27,787.17,2498.07,829.37,657.2,802.46,699.89,495.67,254.19,336.8,342.52,184.22,206.45,398.39,328.54,488.94,308.2,140.04,193.28,204.98
1068,SANGHIIND.NS,31.79,35.94,45.0,37.42,35.36,42.27,40.89,45.35,34.65,,,,,,30.34,37.12,38.54,37.13,27.05,21.47
1069,SANGHVIMOV.NS,142.89,105.29,77.45,51.72,74.59,65.24,52.76,127.78,122.63,71.21,56.45,78.36,104.06,83.45,76.59,82.59,57.95,218.45,204.26,103.31
