Date,NIFTY SMALLCAP 250,NIFTY MIDCAP 100
2017-10-27,6593,19341
2017-10-30,6667.2,19555
2017-10-31,6697.7,19578
2017-11-01,6734.3,19686
2017-11-02,6758.4,19728
2017-11-03,6799.8,19778
2017-11-06,6828.7,19807
2017-11-07,6735.8,19488
2017-11-08,6676.4,19363
2017-11-09,6712,19594
2017-11-10,6715.2,19575
2017-11-13,6667.6,19483
2017-11-14,6654.3,19442
2017-11-15,6547.1,19230
2017-11-16,6615.6,19440
2017-11-17,6669.7,19642
2017-11-20,6728.7,19798
2017-11-21,6753.6,19830
2017-11-22,6770.9,19825
2017-11-23,6811.2,19884
2017-11-24,6831.5,19984
2017-11-27,6884.3,20085
2017-11-28,6902.1,20098
2017-11-29,6896.1,20035
2017-11-30,6911.7,19895
2017-12-01,6814.1,19691
2017-12-04,6762.7,19750
2017-12-05,6752.4,19755
2017-12-06,6718.9,19551
2017-12-07,6809.2,19831
2017-12-08,6877.5,20014
2017-12-11,6878.5,20120
2017-12-12,6816.2,19947
2017-12-13,6760.4,19754
2017-12-14,6742.6,19760
2017-12-15,6834.4,19962
2017-12-18,6854.5,20129
2017-12-19,6978.6,20421
2017-12-20,7035.9,20550
2017-12-21,7111.4,20771
2017-12-22,7154.3,20834
2017-12-26,7206.9,21004
2017-12-27,7169.3,20979
2017-12-28,7193.2,20991
2017-12-29,7234.3,21133
2018-01-01,7273,21109.8
2018-01-02,7221.62,20959.7
2018-01-03,7283.95,21101.3
2018-01-04,7367.41,21308.35
2018-01-05,7435.66,21499.85
2018-01-08,7503.61,21719.05
2018-01-09,7509.98,21693.4
2018-01-10,7514.62,21662.25
2018-01-11,7554.46,21719.2
2018-01-12,7551.09,21694.55
2018-01-15,7568.3,21697.35
2018-01-16,7386.27,21297.25
2018-01-17,7424.39,21516.45
2018-01-18,7264.85,21098
2018-01-19,7334.45,21308.8
2018-01-22,7382.47,21507.5
2018-01-23,7413.55,21731.8
2018-01-24,7348.85,21637.05
2018-01-25,7287.21,21455.75
2018-01-29,7188.17,21272.85
2018-01-30,7085.53,21102.5
2018-01-31,7021.49,20785.2
2018-02-01,7023.74,20657.4
2018-02-02,6670.31,19760.35
2018-02-05,6669.77,19721.65
2018-02-06,6522.04,19402.15
2018-02-07,6647.8,19480.2
2018-02-08,6803.87,19827.6
2018-02-09,6828.03,19872.25
2018-02-12,6941.88,20149.6
2018-02-14,6937.48,20152.05
2018-02-15,6851.92,19927.6
2018-02-16,6760.21,19701.3
2018-02-19,6688.99,19490.65
2018-02-20,6682.25,19486.7
2018-02-21,6666.34,19474.8
2018-02-22,6631.74,19375.1
2018-02-23,6741.12,19708.4
2018-02-26,6813.21,19854.75
2018-02-27,6773.07,19681.95
2018-02-28,6770.97,19664.9
2018-03-01,6744.61,19512.3
2018-03-05,6669.78,19327.4
2018-03-06,6576.86,19097.55
2018-03-07,6426.67,18795.3
2018-03-08,6459.4,18887.2
2018-03-09,6435.18,18773.15
2018-03-12,6463.34,18960.75
2018-03-13,6544.97,19107.65
2018-03-14,6541.14,19183.7
2018-03-15,6605.73,19258.85
2018-03-16,6521.12,19055.45
2018-03-19,6379.46,18764.35
2018-03-20,6378.88,18836.5
2018-03-21,6404.18,18906.75
2018-03-22,6323.74,18747.8
2018-03-23,6220.84,18474
2018-03-26,6262.95,18712.75
2018-03-27,6352.5,18959.45
2018-03-28,6270.82,18757
2018-04-02,6393.98,19097.4
2018-04-03,6477.67,19266.05
2018-04-04,6413.61,19040.85
2018-04-05,6539.27,19418.95
2018-04-06,6579.58,19519.25
2018-04-09,6592.17,19594.7
2018-04-10,6591.12,19630.95
2018-04-11,6591.83,19633.2
2018-04-12,6573.36,19571.55
2018-04-13,6588.47,19676.2
2018-04-16,6612.01,19834.35
2018-04-17,6625.48,19860.25
2018-04-18,6603,19841.45
2018-04-19,6660.14,19974.1
2018-04-20,6665.34,19905.75
2018-04-23,6686.73,20006.45
2018-04-24,6672.57,19994.15
2018-04-25,6597.22,19912.9
2018-04-26,6607.97,19987
2018-04-27,6636.64,20120.8
2018-04-30,6704.78,20290.3
2018-05-02,6631.98,19987.75
2018-05-03,6569.59,19775
2018-05-04,6553.1,19720
2018-05-07,6592.43,19867.75
2018-05-08,6622.15,19839.05
2018-05-09,6607.24,19733.85
2018-05-10,6503.69,19423.9
2018-05-11,6486.52,19507.1
2018-05-14,6414.26,19275.25
2018-05-15,6355.87,19097.1
2018-05-16,6362.74,19082.9
2018-05-17,6410.11,19153.3
2018-05-18,6286.06,18891.8
2018-05-21,6133.1,18571.25
2018-05-22,6203.6,18619.2
2018-05-23,6185.4,18506.8
2018-05-24,6186.86,18427.65
2018-05-25,6268.68,18787.4
2018-05-28,6362.52,19051.55
2018-05-29,6350.67,18985.05
2018-05-30,6337.23,18975.3
2018-05-31,6289.76,18903.3
2018-06-01,6191.24,18638.4
2018-06-04,6038.55,18428.1
2018-06-05,5875.74,18194.6
2018-06-06,5968.35,18452.7
2018-06-07,6095.95,18734.15
2018-06-08,6141.79,18830.6
2018-06-11,6166.84,18825.1
2018-06-12,6205.63,18985.5
2018-06-13,6190.95,18919.45
2018-06-14,6182.18,18934.2
2018-06-15,6143.89,18812.6
2018-06-18,6097.26,18746.6
2018-06-19,6014.86,18518.1
2018-06-20,6026.11,18613.3
2018-06-21,5973.29,18507.2
2018-06-22,5973.61,18595.85
2018-06-25,5925.99,18494.8
2018-06-26,5877.61,18460.1
2018-06-27,5758.93,18182.75
2018-06-28,5667.96,17844.65
2018-06-29,5786.49,18181.3
2018-07-02,5733.78,18063.75
2018-07-03,5759.89,18229.8
2018-07-04,5785.91,18255.8
2018-07-05,5753.69,18128.1
2018-07-06,5783.81,18222.05
2018-07-09,5877.02,18512.95
2018-07-10,5939.26,18646.2
2018-07-11,5915.62,18555.05
2018-07-12,5916.75,18473.85
2018-07-13,5808.18,18263
2018-07-16,5654.24,17794
2018-07-17,5716.64,18209.1
2018-07-18,5661.03,18017.95
2018-07-19,5612.2,17887.45
2018-07-20,5632.22,18055.15
2018-07-23,5678.83,18255.2
2018-07-24,5808.2,18496.7
2018-07-25,5825.54,18505.25
2018-07-26,5848.33,18614.25
2018-07-27,5907.71,18781.45
2018-07-30,5933.52,18801.85
2018-07-31,5943.02,18876.9
2018-08-01,5948.77,18905.25
2018-08-02,5944.01,18926.45
2018-08-03,6028.64,19112.7
2018-08-06,6050.03,19199.2
2018-08-07,6021.72,19145.55
2018-08-08,6039.17,19142.8
2018-08-09,6069.26,19236.7
2018-08-10,6006.91,19135.95
2018-08-13,5951.14,19012.4
2018-08-14,5969.77,19239.2
2018-08-16,5950.45,19221.25
2018-08-17,6007.85,19443
2018-08-20,6020.8,19598.4
2018-08-21,6047.59,19634.05
2018-08-23,6036.24,19599.5
2018-08-24,6021.91,19542.05
2018-08-27,6060.92,19773.85
2018-08-28,6073.5,19718.4
2018-08-29,6088.14,19826.7
2018-08-30,6125.79,19851.85
2018-08-31,6160.43,19920.45
2018-09-03,6152.57,19866.7
2018-09-04,6024.29,19326.9
2018-09-05,6008.53,19245.55
2018-09-06,6042.68,19327.05
2018-09-07,6069.48,19579.25
2018-09-10,5999.73,19241.85
2018-09-11,5917.13,18983.05
2018-09-12,5899.47,19046.55
2018-09-14,5977.76,19389.15
2018-09-17,5985.88,19262.75
2018-09-18,5884.93,18992.75
2018-09-19,5834.77,18816.75
2018-09-21,5649.71,18347.5
2018-09-24,5507.92,17847.9
2018-09-25,5460.51,17864.5
2018-09-26,5457.14,17920.75
2018-09-27,5340.62,17509.85
2018-09-28,5130.04,17154.35
2018-10-01,5134.1,17285.3
2018-10-03,5158.8,17085.75
2018-10-04,5049.34,16736.5
2018-10-05,4942.38,16299.75
2018-10-08,4851.17,16055.4
2018-10-09,4827.47,16003.75
2018-10-10,5004.09,16666.5
2018-10-11,4916.38,16277.15
2018-10-12,5040.82,16746
2018-10-15,5103.27,16902.1
2018-10-16,5181.97,17163.5
2018-10-17,5059.86,16774.9
2018-10-19,5004.75,16514.95
2018-10-22,4918.32,16308.15
2018-10-23,4853.5,16167.5
2018-10-24,4888.62,16378.5
2018-10-25,4842.14,16276.05
2018-10-26,4831.37,16256.6
2018-10-29,4938.41,16750.05
2018-10-30,4995.3,16865.8
2018-10-31,5056.8,17189.15
2018-11-01,5118.9,17338.95
2018-11-02,5175.72,17430.95
2018-11-05,5154.61,17363.2
2018-11-06,5150.83,17265.65
2018-11-07,5208.54,17400.2
2018-11-09,5244.03,17605.5
2018-11-12,5198.53,17439.25
2018-11-13,5205.33,17489.6
2018-11-14,5197.7,17483.9
2018-11-15,5198.38,17568.65
2018-11-16,5183.77,17507.85
2018-11-19,5203.67,17591.95
2018-11-20,5141.76,17419.9
2018-11-21,5149.63,17507.15
2018-11-22,5130.38,17347.2
2018-11-26,5113.37,17380.95
2018-11-27,5134.07,17469.4
2018-11-28,5104.6,17305.2
2018-11-29,5108.43,17394.2
2018-11-30,5125.73,17503.6
2018-12-03,5156.19,17629.95
2018-12-04,5165.19,17588.55
2018-12-05,5095.57,17331.2
2018-12-06,5029.58,17050.4
2018-12-07,5031.43,17054.5
2018-12-10,4939,16693.7
2018-12-11,5005.34,16972.05
2018-12-12,5138.7,17419.8
2018-12-13,5177.38,17539.55
2018-12-14,5184.64,17591.6
2018-12-17,5203.46,17672.3
2018-12-18,5235.89,17738.5
2018-12-19,5295.49,17968.2
2018-12-20,5303.93,17989.15
2018-12-21,5252.7,17704.8
2018-12-24,5203.16,17587.65
2018-12-26,5196.96,17572.6
2018-12-27,5206.63,17631.05
2018-12-28,5253.95,17792.85
2018-12-31,5295.48,17875.5
2019-01-01,5314.26,17893.5
2019-01-02,5275.18,17676.85
2019-01-03,5244.91,17530.25
2019-01-04,5253.02,17636.6
2019-01-07,5256.9,17658.15
2019-01-08,5264.29,17634.4
2019-01-09,5257.59,17621.3
2019-01-10,5271.36,17691.15
2019-01-11,5260.24,17655.65
2019-01-14,5236.8,17587.5
2019-01-15,5284.65,17705.05
2019-01-16,5295.55,17685.85
2019-01-17,5278.2,17635.85
2019-01-18,5229.4,17517.2
2019-01-21,5189.15,17378.2
2019-01-22,5157.7,17359.15
2019-01-23,5150.3,17340
2019-01-24,5130.5,17281.15
2019-01-25,5057.65,17012.5
2019-01-28,4964.75,16655.65
2019-01-29,4971.6,16706.55
2019-01-30,4993.9,16792.3
2019-01-31,5021.6,16904.75
2019-02-01,5024.7,16990.25
2019-02-04,4951.3,16840
2019-02-05,4906.45,16710
2019-02-06,4918.9,16720.8
2019-02-07,4950.95,16845
2019-02-08,4895.45,16597.2
2019-02-11,4817.85,16319.6
2019-02-12,4803.6,16328.15
2019-02-13,4777.8,16273.55
2019-02-14,4775.25,16372.25
2019-02-15,4736.15,16214.65
2019-02-18,4695.1,16063.35
2019-02-19,4711.85,16132.75
2019-02-20,4758.3,16299.65
2019-02-21,4809,16476.3
2019-02-22,4847.15,16543.15
2019-02-25,4885.2,16601.9
2019-02-26,4856.6,16578.5
2019-02-27,4865.9,16645.4
2019-02-28,4907.55,16721.1
2019-03-01,5022.65,16962.45
2019-03-05,5207.25,17363.65
2019-03-06,5261.95,17463.9
2019-03-07,5258.15,17411.75
2019-03-08,5253.8,17379.15
2019-03-11,5352.65,17750.45
2019-03-12,5410.25,17831.95
2019-03-13,5390.65,17733.45
2019-03-14,5388.15,17748.5
2019-03-15,5360.25,17863.25
2019-03-18,5351.35,17814.4
2019-03-19,5374.95,17936.95
2019-03-20,5356.85,17847
2019-03-22,5328.6,17741.15
2019-03-25,5268.2,17606.15
2019-03-26,5311.4,17806.25
2019-03-27,5365.05,17898.5
2019-03-28,5406.15,18083.45
2019-03-29,5438.8,18258.5
2019-04-01,5490.6,18333.05
2019-04-02,5485.8,18338.9
2019-04-03,5433.4,18136.2
2019-04-04,5408.1,18098.75
2019-04-05,5457,18246.35
2019-04-08,5439.95,18101.75
2019-04-09,5433.75,18127.05
2019-04-10,5442.65,18075.65
2019-04-11,5447.15,18091.95
2019-04-12,5480.15,18167.9
2019-04-15,5510.65,18253.5
2019-04-16,5527.45,18248.45
2019-04-18,5461.85,18077.85
2019-04-22,5380,17761.25
2019-04-23,5363.95,17779.05
2019-04-24,5396.3,17844.45
2019-04-25,5395.95,17774.8
2019-04-26,5389.6,17727.95
2019-04-30,5328.25,17566.4
2019-05-02,5320.4,17460.5
2019-05-03,5311.6,17465
2019-05-06,5269.6,17335.75
2019-05-07,5228.2,17133.8
2019-05-08,5158.35,16965.2
2019-05-09,5142.6,16950.6
2019-05-10,5158,17029.45
2019-05-13,5041.25,16656.6
2019-05-14,5067.6,16737.25
2019-05-15,5035.1,16624.1
2019-05-16,5042.9,16673.45
2019-05-17,5059.15,16875.4
2019-05-20,5264.15,17561.95
2019-05-21,5231.15,17360.95
2019-05-22,5252.4,17348.15
2019-05-23,5244.55,17318.1
2019-05-24,5374.4,17699.8
2019-05-27,5464.95,17995.75
2019-05-28,5479.15,17993.95
2019-05-29,5444.3,17856.25
2019-05-30,5451.5,17997.25
2019-05-31,5412.9,17959.05
2019-06-03,5416.2,18132.35
2019-06-04,5412.9,18118.75
2019-06-06,5325.7,17819.4
2019-06-07,5320.05,17781.85
2019-06-10,5284.7,17791.3
2019-06-11,5293.55,17912
2019-06-12,5273.05,17770.2
2019-06-13,5244.9,17727.2
2019-06-14,5212.3,17564.55
2019-06-17,5137.15,17358.95
2019-06-18,5111.95,17331.4
2019-06-19,5041.8,17145.1
2019-06-20,5093.2,17427.1
2019-06-21,5092.15,17412.45
2019-06-24,5080.1,17353
2019-06-25,5101.45,17473.45
2019-06-26,5127.45,17644.15
2019-06-27,5141.35,17717.55
2019-06-28,5138.55,17654.1
2019-07-01,5163.45,17684.35
2019-07-02,5156.4,17750.3
2019-07-03,5170.55,17820.05
2019-07-04,5186.75,17814.1
2019-07-05,5120.25,17529.7
2019-07-08,5009.3,17056.25
2019-07-09,5014.7,17118.1
2019-07-10,4979,16942.65
2019-07-11,4996.95,17067.05
2019-07-12,5015.85,17146.25
2019-07-15,4975.8,17008.45
2019-07-16,4975.8,17136.65
2019-07-17,4975.8,17080.1
2019-07-18,4924.45,16791
2019-07-19,4841.05,16430.1
2019-07-22,4772.4,16337.1
2019-07-23,4797.5,16243.7
2019-07-24,4737.8,16002.6
2019-07-25,4724.4,16066.15
2019-07-26,4726.45,16165.35
2019-07-29,4678,16012.05
2019-07-30,4567.55,15704.7
2019-07-31,4581.6,15921.2
2019-08-01,4523.55,15754.5
2019-08-02,4496.85,15709.25
2019-08-05,4405.5,15489.05
2019-08-06,4478.85,15803.75
2019-08-07,4471.55,15685.2
2019-08-08,4506.65,15795.25
2019-08-09,4546.45,15947.3
2019-08-13,4480.6,15601.75
2019-08-14,4495.65,15765.7
2019-08-16,4502.25,15817.45
2019-08-19,4526.05,15863.7
2019-08-20,4493.45,15728.25
2019-08-21,4412.5,15481.9
2019-08-22,4316.45,15174.7
2019-08-23,4343.75,15354.3
2019-08-26,4433.5,15596.85
2019-08-27,4500.25,15712.8
2019-08-28,4476.55,15560.7
2019-08-29,4438.85,15504.95
2019-08-30,4479,15652.2
2019-09-03,4416.2,15375.2
2019-09-04,4426.25,15450.7
2019-09-05,4456.3,15497.2
2019-09-06,4505.05,15606.95
2019-09-09,4537.45,15799.45
2019-09-11,4608.35,15940.35
2019-09-12,4618.6,15883.05
2019-09-13,4646.1,15967.4
2019-09-16,4664.15,15943.4
2019-09-17,4571.2,15630.15
2019-09-18,4577.8,15680.8
2019-09-19,4512.65,15429.15
2019-09-20,4668.95,16333.4
2019-09-23,4819.9,16745
2019-09-24,4820.85,16634.3
2019-09-25,4742.85,16318.75
2019-09-26,4766.5,16450.4
2019-09-27,4730.8,16271.55
2019-09-30,4677.4,16026
2019-10-01,4598.05,15725.35
2019-10-03,4576.85,15715.3
2019-10-04,4535.9,15573.7
2019-10-07,4488.4,15524.35
2019-10-09,4515.85,15722.55
2019-10-10,4492.55,15540.4
2019-10-11,4506.85,15558.85
2019-10-14,4507.55,15593.3
2019-10-15,4504.8,15629.15
2019-10-16,4513.8,15605.35
2019-10-17,4557.7,15886.85
2019-10-18,4643.2,16213.55
2019-10-22,4681.85,16226.55
2019-10-23,4687.4,16247.7
2019-10-24,4664.75,16195.3
2019-10-25,4645.8,16166.7
2019-10-27,4698.15,16272.85
2019-10-29,4726.8,16478.4
2019-10-30,4756.85,16583.45
2019-10-31,4789.75,16818.9
2019-11-01,4817.6,16880.75
2019-11-04,4839,16864.35
2019-11-05,4794.3,16681.65
2019-11-06,4772.15,16681.6
2019-11-07,4796.4,16796
2019-11-08,4774.25,16713.35
2019-11-11,4778.35,16812.1
2019-11-13,4739.65,16698.6
2019-11-14,4739.5,16751.2
2019-11-15,4733.65,16803.85
2019-11-18,4742.3,16931.45
2019-11-19,4755.05,16967.5
2019-11-20,4757.8,16994.1
2019-11-21,4743.55,16862.35
2019-11-22,4744.35,16867.65
2019-11-25,4785.45,17061
2019-11-26,4764.5,16915.2
2019-11-27,4767.6,17042.95
2019-11-28,4797.05,17211.75
2019-11-29,4831.05,17222.15
2019-12-02,4795.85,17103.45
2019-12-03,4757.75,16917.85
2019-12-04,4775,17010.65
2019-12-05,4781.35,16980.4
2019-12-06,4732,16732
2019-12-09,4699.4,16727.3
2019-12-10,4655.95,16512.7
2019-12-11,4642.9,16635.8
2019-12-12,4668.2,16771.5
2019-12-13,4707.25,16932.4
2019-12-16,4704.15,16842.1
2019-12-17,4736.85,16938.95
2019-12-18,4738.05,16892.75
2019-12-19,4737.85,16905.3
2019-12-20,4741.1,16906.45
2019-12-23,4741.45,16877.45
2019-12-24,4743.4,16852.05
2019-12-26,4756.15,16863.55
2019-12-27,4795.3,17006.3
2019-12-30,4834.3,17078.8
2019-12-31,4857.4,17102.5
2020-01-01,4892.7,17143.25
2020-01-02,4971.55,17391.15
2020-01-03,4983.1,17291.85
2020-01-06,4887.9,16904.5
2020-01-07,4946.35,17021.55
2020-01-08,4945.65,17074.3
2020-01-09,5037.25,17319.65
2020-01-10,5071.2,17386.35
2020-01-13,5119.65,17527.5
2020-01-14,5147.55,17651.65
2020-01-15,5195.9,17836.1
2020-01-16,5233.95,17985.1
2020-01-17,5253.75,18073.9
2020-01-20,5226.3,17972.75
2020-01-21,5226.3,17952.05
2020-01-22,5218.75,17931
2020-01-23,5252.25,18190
2020-01-24,5280,18357.2
2020-01-27,5276.1,18291.35
2020-01-28,5263.95,18232.4
2020-01-29,5266.55,18273.1
2020-01-30,5203.95,18128.4
2020-01-31,5200.75,18010.2
2020-02-01,5069.95,17520.55
2020-02-03,5066.05,17708.35
2020-02-04,5157.95,17910.1
2020-02-05,5198.4,18115.7
2020-02-06,5239.75,18246.2
2020-02-07,5259.25,18367.5
2020-02-10,5224.55,18191.2
2020-02-11,5228.4,18206.2
2020-02-12,5217.5,18169.35
2020-02-13,5210.9,18125
2020-02-14,5197.65,17978.8
2020-02-17,5139.9,17824.9
2020-02-18,5113.8,17725.6
2020-02-19,5183.2,17990.1
2020-02-20,5203.65,18109.85
2020-02-24,5116.25,17764.1
2020-02-25,5102.35,17699.9
2020-02-26,5072.25,17512.45
2020-02-27,5022.55,17369.5
2020-02-28,4831.05,16786.35
2020-03-02,4774.9,16671.75
2020-03-03,4830.2,17004.35
2020-03-04,4754.95,16746.45
2020-03-05,4775.95,16769.9
2020-03-06,4665.95,16375.15
2020-03-09,4448.45,15633.45
2020-03-11,4436.1,15494.85
2020-03-12,4043.4,14243.05
2020-03-13,4070.9,14608.1
2020-03-16,3849.9,13695.3
2020-03-17,3760.2,13349.65
2020-03-18,3531.15,12595.1
2020-03-19,3345.9,12064.55
2020-03-20,3421,12661.25
2020-03-23,2996.4,10990.8
2020-03-24,2967.45,11110.4
2020-03-25,3041.55,11481.6
2020-03-26,3147.2,11838.55
2020-03-27,3174.85,11763.35
2020-03-30,3101.1,11446.15
2020-03-31,3201.6,11703.75
2020-04-01,3170.3,11470.95
2020-04-03,3135.4,11316.75
2020-04-07,3244.5,11929.55
2020-04-08,3299.6,12143.55
2020-04-09,3412.7,12553.5
2020-04-13,3398.4,12375.7
2020-04-15,3434.65,12533.5
2020-04-16,3504.25,12760.35
2020-04-17,3609.65,13046.8
2020-04-20,3633.45,13113.65
2020-04-21,3506.75,12708.7
2020-04-22,3523.5,12803.6
2020-04-23,3570.75,12964.65
2020-04-24,3504.3,12695.7
2020-04-27,3533,12893.7
2020-04-28,3558.7,13061
2020-04-29,3590.55,13227.55
2020-04-30,3615.75,13502
2020-05-04,3502,12908.4
2020-05-05,3459.05,12817.4
2020-05-06,3472.65,12899.65
2020-05-07,3479.5,12831
2020-05-08,3453.4,12788.95
2020-05-11,3440.3,12863.4
2020-05-12,3412.6,12771.3
2020-05-13,3490.8,13064
2020-05-14,3458.8,13018.2
2020-05-15,3461.15,12992.05
2020-05-18,3352.5,12409.35
2020-05-19,3352.5,12471.15
2020-05-20,3394,12664.2
2020-05-21,3416.35,12762.65
2020-05-22,3402.05,12668.05
2020-05-26,3422.7,12835.65
2020-05-27,3440.75,12911.25
2020-05-28,3498.4,13129.95
2020-05-29,3538.75,13273
2020-06-01,3651.95,13684.65
2020-06-02,3733.15,13870.4
2020-06-03,3781.45,13924.3
2020-06-04,3781.4,13912.8
2020-06-05,3887.7,14158.05
2020-06-08,3931.3,14222.65
2020-06-09,3888.85,14168.65
2020-06-10,3920.9,14342
2020-06-11,3876.85,14157.8
2020-06-12,3871.3,14339.35
2020-06-15,3884.65,14168.55
2020-06-16,3881.7,14230.6
2020-06-17,3904.8,14246.8
2020-06-18,3959.9,14427.55
2020-06-19,4026.8,14565.85
2020-06-22,4105.4,14797.35
2020-06-23,4169.05,15022.45
2020-06-24,4110.3,14809.95
2020-06-25,4125.55,14941.4
2020-06-26,4148.5,14975.25
2020-06-29,4097.85,14735.2
2020-06-30,4067.25,14704
2020-07-01,4095.45,14777.7
2020-07-02,4130.8,14944.75
2020-07-03,4142.15,15042.65
2020-07-06,4207.45,15297.15
2020-07-07,4236.5,15364.1
2020-07-08,4224.95,15304.45
2020-07-09,4260.1,15362.45
2020-07-10,4246.2,15253.6
2020-07-13,4245.9,15217.15
2020-07-14,4190.5,15052.35
2020-07-15,4187.75,14951.95
2020-07-16,4184.8,15033.75
2020-07-17,4239.95,15242.3
2020-07-20,4279.4,15388.55
2020-07-21,4294.9,15402.35
2020-07-22,4287.15,15423.25
2020-07-23,4318.4,15571.6
2020-07-24,4306.1,15528.55
2020-07-27,4269,15323.8
2020-07-28,4312.6,15460.1
2020-07-29,4316.75,15535.05
2020-07-30,4287.65,15405.7
2020-07-31,4320.4,15471.3
2020-08-03,4367.9,15468.7
2020-08-04,4433.25,15640.4
2020-08-05,4475.8,15725.7
2020-08-06,4505.7,15905.15
2020-08-07,4542.8,16103.35
2020-08-10,4614.3,16312.7
2020-08-11,4628.75,16256.7
2020-08-12,4644.55,16268.85
2020-08-13,4687.15,16524.8
2020-08-14,4650.85,16383.25
2020-08-17,4697.75,16455.45
2020-08-18,4758.75,16660.05
2020-08-19,4821.15,16763.8
2020-08-20,4844.8,16899.95
2020-08-21,4915.95,16982.2
2020-08-24,4990.55,17101.45
2020-08-25,5009.3,17159.65
2020-08-26,5059.35,17249.45
2020-08-27,5072.05,17269.95
2020-08-28,5061.35,17369.05
2020-08-31,4833.8,16682.65
2020-09-01,4843.5,16819.4
2020-09-02,4918.65,17069.7
2020-09-03,4949.1,17214.15
2020-09-04,4896.15,16926.2
2020-09-07,4901.7,16780.25
2020-09-08,4856.1,16539.9
2020-09-09,4787.7,16450.15
2020-09-10,4852.2,16653.05
2020-09-11,4861.2,16765.8
2020-09-14,5107.9,17206.5
2020-09-15,5174.05,17393.35
2020-09-16,5193.1,17452.9
2020-09-17,5163.35,17410.95
2020-09-18,5151.5,17399.45
2020-09-21,4956.8,16765.2
2020-09-22,4865.5,16507.75
2020-09-23,4865.8,16453.45
2020-09-24,4751.65,16039.8
2020-09-25,4873.9,16504
2020-09-28,5016.95,16998.25
2020-09-29,5004.75,16973.6
2020-09-30,5000.7,16983.05
2020-10-01,5039.55,17125
2020-10-05,5065.25,17107.95
2020-10-06,5092.35,17216.25
2020-10-07,5068.4,17128.4
2020-10-08,5053.4,17146.35
2020-10-09,5037.45,17093.25
2020-10-12,5003.15,16994.65
2020-10-13,4996.6,16913.15
2020-10-14,5000.4,16886.25
2020-10-15,4922.2,16599.6
2020-10-16,4987.9,16787
2020-10-19,5016.35,16915.85
2020-10-20,5029.25,17023.25
2020-10-21,5029.15,17065.45
2020-10-22,5068.15,17171.3
2020-10-23,5103.95,17306.2
2020-10-26,5048.95,17009.85
2020-10-27,5058.85,17217.25
2020-10-28,5017.1,17047.6
2020-10-29,4975.45,16974.05
2020-10-30,4976.7,17066.5
2020-11-02,4912.75,17135.2
2020-11-03,4925.1,17254.9
2020-11-04,4926.15,17367.05
2020-11-05,5006.85,17676.9
2020-11-06,5031.55,17802.75
2020-11-09,5052.25,17957.4
2020-11-10,5043.05,18007.95
2020-11-11,5070.95,18075
2020-11-12,5129.85,18182.9
2020-11-13,5178.2,18353.4
2020-11-14,5225.7,18447.65
2020-11-17,5251.85,18652.3
2020-11-18,5282.45,18924.15
2020-11-19,5281.95,18802.3
2020-11-20,5338.35,18962.55
2020-11-23,5427.4,19211.4
2020-11-24,5475.85,19352.25
2020-11-25,5424.2,19032.6
2020-11-26,5466.05,19196.45
2020-11-27,5604.3,19715.1
2020-12-01,5669.5,19903.9
2020-12-02,5686.3,20001.7
2020-12-03,5736.05,20127.25
2020-12-04,5764.9,20197.3
2020-12-07,5844,20428.45
2020-12-08,5828.6,20439.2
2020-12-09,5872.95,20563.45
2020-12-10,5835.55,20392.7
2020-12-11,5865.25,20437.2
2020-12-14,5912.6,20571.25
2020-12-15,5925.1,20668.05
2020-12-16,5981.8,20906.45
2020-12-17,5980,20849.4
2020-12-18,5957.85,20797.45
2020-12-21,5665.45,19797.35
2020-12-22,5718.9,19964.9
2020-12-23,5881.8,20439.95
2020-12-24,5926.55,20475.75
2020-12-28,6027.05,20718.6
2020-12-29,6027.05,20695.7
2020-12-30,6062.65,20741.7
2020-12-31,6076.2,20842.5
2021-01-01,6146.15,21090.95
2021-01-04,6226.5,21388.5
2021-01-05,6264.5,21533.95
2021-01-06,6248.7,21651.55
2021-01-07,6319.45,21964.55
2021-01-08,6364.05,22194.1
2021-01-11,6359.15,22140.1
2021-01-12,6377.4,22289.15
2021-01-13,6360.45,22155.25
2021-01-14,6388.4,22169.4
2021-01-15,6320.55,21934.25
2021-01-18,6203.9,21470.15
2021-01-19,6307.75,21969.2
2021-01-20,6333.55,22197.4
2021-01-21,6306.45,21927.4
2021-01-22,6262.7,21659.05
2021-01-25,6199.7,21455.2
2021-01-27,6186.15,21115.35
2021-01-28,6160.05,20989.95
2021-01-29,6139.65,20909.85
2021-02-01,6262.4,21600.9
2021-02-02,6339.95,22115.1
2021-02-03,6429.75,22434.8
2021-02-04,6518.15,22673.15
2021-02-05,6533.75,22425.9
2021-02-08,6633.1,22764.95
2021-02-09,6604,22747.4
2021-02-10,6631.2,22926.45
2021-02-11,6723.3,22968.1
2021-02-12,6713.8,22914.35
2021-02-15,6732.8,23213.65
2021-02-16,6748.15,23316.5
2021-02-17,6773.9,23388.3
2021-02-18,6832.25,23499.2
2021-02-19,6775.65,23118.75
2021-02-22,6709.55,22822.8
2021-02-23,6769.1,23053.35
2021-02-24,6855.8,23290.8
2021-02-25,6967.3,23646.8
2021-02-26,6892.75,23268.5
2021-03-01,7017.45,23684.8
2021-03-02,7102.85,24086.65
2021-03-03,7169.15,24488.45
2021-03-04,7238.95,24608.35
2021-03-05,7128.95,24078.15
2021-03-08,7173.05,24149.3
